row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Thù lao và thường của Hội đồng Quản trị,Thù lao và thường của Hội đồng Quản trị,Thù lao và thường của Hội đồng Quản trị,11.040.000.000,6.000.000.000,11040000000.0,6000000000.0
Ông Trịnh Văn Tuấn,Ông Trịnh Văn Tuấn,Ông Trịnh Văn Tuấn,6.600.000.000,3.975.000.000,6600000000.0,3975000000.0
Ông Phan Ngọc Hiếu,Ông Phan Ngọc Hiếu,Ông Phan Ngọc Hiếu,1.440.000.000,360.000.000,1440000000.0,360000000.0
Ông Vũ Ánh Dương,Ông Vũ Ánh Dương,Ông Vũ Ánh Dương,1.440.000.000,540.000.000,1440000000.0,540000000.0
Ông Võ Hồng Quang,Ông Võ Hồng Quang,Ông Võ Hồng Quang,780.000.000,540.000.000,780000000.0,540000000.0
Ông Nguyễn Minh Độ,Ông Nguyễn Minh Độ,Ông Nguyễn Minh Độ,780.000.000,540.000.000,780000000.0,540000000.0
Ông Mai Lương Việt,Ông Mai Lương Việt,Ông Mai Lương Việt,-,45.000.000,,45000000.0
"Lương, thường và phúc lợi khác của Ban Tổng Giám đốc","Lương, thường và phúc lợi khác của Ban Tổng Giám đốc","Lương, thường và phúc lợi khác của Ban Tổng Giám đốc",14.409.435.645,5.168.660.425,14409435645.0,5168660425.0
Ông Vũ Ánh Dương,Ông Vũ Ánh Dương,Ông Vũ Ánh Dương,3.097.821.128,1.306.734.106,3097821128.0,1306734106.0
Ông Đăng Quốc Tường,Ông Đăng Quốc Tường,Ông Đăng Quốc Tường,3.427.719.654,918.759.840,3427719654.0,918759840.0
Ông Võ Hồng Quang,Ông Võ Hồng Quang,Ông Võ Hồng Quang,1.924.897.428,1.244.577.696,1924897428.0,1244577696.0
Ông Nguyễn Nhật Tân,Ông Nguyễn Nhật Tân,Ông Nguyễn Nhật Tân,1.220.243.347,851.733.190,1220243347.0,851733190.0
Ông Nguyễn Minh Độ,Ông Nguyễn Minh Độ,Ông Nguyễn Minh Độ,440.600.000,206.000.000,440600000.0,206000000.0
Ông Trịnh Ngọc Anh,Ông Trịnh Ngọc Anh,Ông Trịnh Ngọc Anh,1.734.341.198,315.074.696,1734341198.0,315074696.0
Ông Trịnh Quang Thành,Ông Trịnh Quang Thành,Ông Trịnh Quang Thành,1.370.126.406,325.780.897,1370126406.0,325780897.0
Ông Nguyễn Thế Vũ,Ông Nguyễn Thế Vũ,Ông Nguyễn Thế Vũ,1.193.686.484,-,1193686484.0,
Thù lao của Ban Kiểm soát,Thù lao của Ban Kiểm soát,Thù lao của Ban Kiểm soát,120.000.000,120.000.000,120000000.0,120000000.0
Bà Nguyễn Thị Hải Hà,Bà Nguyễn Thị Hải Hà,Bà Nguyễn Thị Hải Hà,72.000.000,72.000.000,72000000.0,72000000.0
Ông Hoàng Văn Cường,Ông Hoàng Văn Cường,Ông Hoàng Văn Cường,24.000.000,24.000.000,24000000.0,24000000.0
Ông Hoàng Văn Sáng,Ông Hoàng Văn Sáng,Ông Hoàng Văn Sáng,24.000.000,24.000.000,24000000.0,24000000.0
