row_label_raw,row_label_full,col_0,Quá hạn,Không bị ảnh hưởng do định lại lãi suất,Thay đổi lãi suất trong khoảng thời gian,Thay đổi lãi suất trong khoảng thời gian_1,Thay đổi lãi suất trong khoảng thời gian_2,Thay đổi lãi suất trong khoảng thời gian_3,Thay đổi lãi suất trong khoảng thời gian_4,Thay đổi lãi suất trong khoảng thời gian_5,Tổng,numeric__Quá hạn,numeric__Không bị ảnh hưởng do định lại lãi suất,numeric__Thay đổi lãi suất trong khoảng thời gian,numeric__Thay đổi lãi suất trong khoảng thời gian_1,numeric__Thay đổi lãi suất trong khoảng thời gian_2,numeric__Thay đổi lãi suất trong khoảng thời gian_3,numeric__Thay đổi lãi suất trong khoảng thời gian_4,numeric__Thay đổi lãi suất trong khoảng thời gian_5,numeric__Tổng
Tài sản cố định và bất động sản đầu tư,Tài sản > Tài sản cố định và bất động sản đầu tư,Tài sản cố định và bất động sản đầu tư,-,3.952.317,-,-,-,-,-,-,3.952.317,,3952317.0,,,,,,,3952317.0
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),3.627.176,23.135.944,-,-,-,-,-,-,26.763.120,3627176.0,23135944.0,,,,,,,26763120.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,11.699.047,37.054.622,91.791.236,92.781.156,22.544.013,17.069.676,14.656.843,3.430.747,291.027.340,11699047.0,37054622.0,91791236.0,92781156.0,22544013.0,17069676.0,14656843.0,3430747.0,291027340.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
Tiền gửi và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi và vay từ NHNN và các TCTD khác,Tiền gửi và vay từ NHNN và các TCTD khác,-,-,38.683.596,11.599.233,5.137.570,332.474,2.047,3.842,55.758.762,,,38683596.0,11599233.0,5137570.0,332474.0,2047.0,3842.0,55758762.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,62.362.701,42.185.113,43.709.958,40.181.015,6.447.810,3.173,194.889.770,,,62362701.0,42185113.0,43709958.0,40181015.0,6447810.0,3173.0,194889770.0
"Vốn nhận tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","Nợ phải trả > Vốn nhận tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","Vốn nhận tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro",-,-,-,-,1.061.995,-,2.166,-,1.064.161,,,,,1061995.0,,2166.0,,1064161.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,-,5.185.000,6.559.000,1.000.634,2.222.635,14.967.269,,,,,5185000.0,6559000.0,1000634.0,2222635.0,14967269.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,4.638.899,-,-,-,-,-,-,4.638.899,,4638899.0,,,,,,,4638899.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,4.638.899,101.046.297,53.784.346,55.094.523,47.072.489,7.452.657,2.229.650,271.318.861,,4638899.0,101046297.0,53784346.0,55094523.0,47072489.0,7452657.0,2229650.0,271318861.0
Mức chênh nhạy cảm với lãi suất nội bảng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội bảng,Mức chênh nhạy cảm với lãi suất nội bảng,11.699.047,32.415.723,(9.255.061),38.996.810,(32.550.510),(30.002.813),7.204.186,1.201.097,19.708.479,11699047.0,32415723.0,-9255061.0,38996810.0,-32550510.0,-30002813.0,7204186.0,1201097.0,19708479.0
