row_label_raw,row_label_full,col_0,31/12/2017Triệu VND,31/12/2016Triệu VND,numeric__31/12/2017Triệu VND,numeric__31/12/2016Triệu VND
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,,,
▪ Trái phiếu Chính phủ (i),Chứng khoán nợ > ▪ Trái phiếu Chính phủ (i),▪ Trái phiếu Chính phủ (i),1.152.286,1.811.165,1152286.0,1811165.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,,,,
▪ Chứng khoán vốn do các tổ chức tín dụng khác trong nước phát hành,Chứng khoán vốn > ▪ Chứng khoán vốn do các tổ chức tín dụng khác trong nước phát hành,▪ Chứng khoán vốn do các tổ chức tín dụng khác trong nước phát hành,520.730,523.284,520730.0,523284.0
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán vốn > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,1.673.016,2.334.449,1673016.0,2334449.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,,,,
▪ Dự phòng giảm giá (ii),Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán > ▪ Dự phòng giảm giá (ii),▪ Dự phòng giảm giá (ii),(15.073),-,-15073.0,
,,,1.657.943,2.334.449,1657943.0,2334449.0
Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),,
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,,,
▪ Trái phiếu Chính phủ (iii),Chứng khoán nợ > ▪ Trái phiếu Chính phủ (iii),▪ Trái phiếu Chính phủ (iii),266.426,319.944,266426.0,319944.0
Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,,
▪ Mensh giá trái phiếu đặc biệt (iv),Trái phiếu đặc biệt do VAMC phát hành > ▪ Mensh giá trái phiếu đặc biệt (iv),▪ Mensh giá trái phiếu đặc biệt (iv),370.363,395.464,370363.0,395464.0
▪ Dự phòng trái phiếu đặc biệt (v),Trái phiếu đặc biệt do VAMC phát hành > ▪ Dự phòng trái phiếu đặc biệt (v),▪ Dự phòng trái phiếu đặc biệt (v),(141.524),(128.199),-141524.0,-128199.0
,,,228.839,267.265,228839.0,267265.0
,,,2.153.208,2.921.658,2153208.0,2921658.0
