row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số đầu năm,Số đầu năm_1,Số đầu năm_2,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2
,,,Giá gốc,Tỷ lệ góp vốn,Dự phòng,Giá gốc,Tỷ lệ góp vốn,Dự phòng,,,,,,
,,,VND,%,VND,VND,%,VND,,,,,,
b1) Đầu tư vào công ty con,b1) Đầu tư vào công ty con,b1) Đầu tư vào công ty con,145.892.845.365,,-,145.892.845.365,,-,145892845365.0,,,145892845365.0,,
Công ty Cổ phần Bao bì và Thương mại Dầu khí Bình Sơn,Công ty Cổ phần Bao bì và Thương mại Dầu khí Bình Sơn,Công ty Cổ phần Bao bì và Thương mại Dầu khí Bình Sơn,145.892.845.365,"83,26%",-,145.892.845.365,"83,26%",-,145892845365.0,0.8326,,145892845365.0,0.8326,
b2) Đầu tư góp vốn vào đơn vị khác,b2) Đầu tư góp vốn vào đơn vị khác,b2) Đầu tư góp vốn vào đơn vị khác,217.016.028.927,,(207.644.670.312),217.016.028.927,,(207.479.485.624),217016028927.0,,-207644670312.0,217016028927.0,,-207479485624.0
Công ty Cổ phần Nhiên liệu Sinh học Dầu khí Miền Trung (*),Công ty Cổ phần Nhiên liệu Sinh học Dầu khí Miền Trung (*),Công ty Cổ phần Nhiên liệu Sinh học Dầu khí Miền Trung (*),205.772.028.927,"65,54%",(205.772.028.927),205.772.028.927,"65,54%",(205.772.028.927),205772028927.0,0.6554000000000001,-205772028927.0,205772028927.0,0.6554000000000001,-205772028927.0
Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,7.000.000.000,"8,52%",-,7.000.000.000,"8,52%",-,7000000000.0,0.0852,,7000000000.0,0.0852,
Công ty TNHH Kho ngầm Xăng dầu Dầu khí Việt Nam,Công ty TNHH Kho ngầm Xăng dầu Dầu khí Việt Nam,Công ty TNHH Kho ngầm Xăng dầu Dầu khí Việt Nam,4.244.000.000,"5,00%",(1.872.641.385),4.244.000.000,"5,00%",(1.707.456.697),4244000000.0,0.05,-1872641385.0,4244000000.0,0.05,-1707456697.0
,,,362.908.874.292,,(207.644.670.312),362.908.874.292,,(207.479.485.624),362908874292.0,,-207644670312.0,362908874292.0,,-207479485624.0
