row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Lãi phải thu từ cho vay bằng VND,Lãi phải thu từ cho vay bằng VND,Lãi phải thu từ cho vay bằng VND,852.669,385.728,852669.0,385728.0
Lãi phải thu từ chứng khoán đầu tư sắn sàng để bán,Lãi phải thu từ chứng khoán đầu tư sắn sàng để bán,Lãi phải thu từ chứng khoán đầu tư sắn sàng để bán,302.301,285.014,302301.0,285014.0
"Phí, lãi phải thu từ giao dịch hoán đổi","Phí, lãi phải thu từ giao dịch hoán đổi","Phí, lãi phải thu từ giao dịch hoán đổi",186.009,192.907,186009.0,192907.0
"Phí, lãi phải thu từ giao dịch kỳ hạn","Phí, lãi phải thu từ giao dịch kỳ hạn","Phí, lãi phải thu từ giao dịch kỳ hạn",68.661,12.029,68661.0,12029.0
Lãi phải thu từ tiền gửi bằng ngoại tệ,Lãi phải thu từ tiền gửi bằng ngoại tệ,Lãi phải thu từ tiền gửi bằng ngoại tệ,22.844,11.944,22844.0,11944.0
Lãi phải thu từ tiền gửi bằng VND,Lãi phải thu từ tiền gửi bằng VND,Lãi phải thu từ tiền gửi bằng VND,12.621,26.903,12621.0,26903.0
Lãi phải thu từ cho vay bằng ngoại tệ,Lãi phải thu từ cho vay bằng ngoại tệ,Lãi phải thu từ cho vay bằng ngoại tệ,2.905,3.327,2905.0,3327.0
Lãi phải thu từ chứng khoán đầu tư giữ đến ngày đáo hạn,Lãi phải thu từ chứng khoán đầu tư giữ đến ngày đáo hạn,Lãi phải thu từ chứng khoán đầu tư giữ đến ngày đáo hạn,1.457,126.249,1457.0,126249.0
Lãi phải thu từ mua nợ bằng VND,Lãi phải thu từ mua nợ bằng VND,Lãi phải thu từ mua nợ bằng VND,603,628,603.0,628.0
Phí phải thu,Phí phải thu,Phí phải thu,450,34,450.0,34.0
,,,1.450.520,1.044.763,1450520.0,1044763.0
