row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,1.235.251,1.028.087,1235251.0,1028087.0
Chi lương và phụ cấp,Chi lương và phụ cấp,Chi lương và phụ cấp,1.096.544,890.603,1096544.0,890603.0
Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,89.525,80.278,89525.0,80278.0
Chi ăn ca,Chi ăn ca,Chi ăn ca,35.828,36.607,35828.0,36607.0
Chi trợ cấp,Chi trợ cấp,Chi trợ cấp,13.354,20.599,13354.0,20599.0
Chi phí về tài sản,Chi phí về tài sản,Chi phí về tài sản,571.906,517.628,571906.0,517628.0
Chi phí thuê văn phòng,Chi phí thuê văn phòng,Chi phí thuê văn phòng,299.174,261.544,299174.0,261544.0
Bảo dưỡng và sữa chữa tài sản,Bảo dưỡng và sữa chữa tài sản,Bảo dưỡng và sữa chữa tài sản,128.812,128.314,128812.0,128314.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,93.958,87.164,93958.0,87164.0
Mua sắm công cụ lao động,Mua sắm công cụ lao động,Mua sắm công cụ lao động,38.417,33.255,38417.0,33255.0
Chi mua bảo hiểm tài sản,Chi mua bảo hiểm tài sản,Chi mua bảo hiểm tài sản,11.545,7.351,11545.0,7351.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,493.053,505.351,493053.0,505351.0
"Chi hội nghị, lễ tân, khách tiết","Chi hội nghị, lễ tân, khách tiết","Chi hội nghị, lễ tân, khách tiết",126.002,152.747,126002.0,152747.0
Chi nộp phí bảo hiểm tiền gửi của khách hàng,Chi nộp phí bảo hiểm tiền gửi của khách hàng,Chi nộp phí bảo hiểm tiền gửi của khách hàng,85.961,52.416,85961.0,52416.0
"Chi xuất bản tài liệu, quảng cáo","Chi xuất bản tài liệu, quảng cáo","Chi xuất bản tài liệu, quảng cáo",62.792,63.078,62792.0,63078.0
"Chi điện nước, vệ sinh cơ quan","Chi điện nước, vệ sinh cơ quan","Chi điện nước, vệ sinh cơ quan",40.154,41.606,40154.0,41606.0
Chi phí/(hoản nhập) dự phòng rủi ro cho các tài sản có nội bằng khác,Chi phí/(hoản nhập) dự phòng rủi ro cho các tài sản có nội bằng khác,Chi phí/(hoản nhập) dự phòng rủi ro cho các tài sản có nội bằng khác,27.184,(11.044),27184.0,-11044.0
"Chi vật liệu, giấy tờ in","Chi vật liệu, giấy tờ in","Chi vật liệu, giấy tờ in",15.799,18.920,15799.0,18920.0
Công tác phí,Công tác phí,Công tác phí,12.608,14.094,12608.0,14094.0
Chi bưu phí và điện thoại,Chi bưu phí và điện thoại,Chi bưu phí và điện thoại,8.403,8.443,8403.0,8443.0
"Chi nghiên cứu và ứng dụng khoa học công nghệ, sáng kiến, cải tiến","Chi nghiên cứu và ứng dụng khoa học công nghệ, sáng kiến, cải tiến","Chi nghiên cứu và ứng dụng khoa học công nghệ, sáng kiến, cải tiến",7.441,9.145,7441.0,9145.0
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",5.656,2.861,5656.0,2861.0
"Chi đào tạo, huấn luyện","Chi đào tạo, huấn luyện","Chi đào tạo, huấn luyện",3.282,16.964,3282.0,16964.0
"Chi phí thanh tra, kiểm tra hoạt động tổ chức tín dụng","Chi phí thanh tra, kiểm tra hoạt động tổ chức tín dụng","Chi phí thanh tra, kiểm tra hoạt động tổ chức tín dụng",1.845,979,1845.0,979.0
Các khoản chi phí khác,Các khoản chi phí khác,Các khoản chi phí khác,95.926,135.142,95926.0,135142.0
,,,2.300.210,2.051.066,2300210.0,2051066.0
