row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,numeric__Thuyết minh,numeric__Số cuối năm Triệu đồng,numeric__Số đầu năm Triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
Tiền mặt,TÀI SẢN > Tiền mặt,Tiền mặt,5,503.043,480.517,5.0,503043.0,480517.0
Tiền gửi tại Ngân hàng Nhà nước Việt Nam,TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,6,3.167.848,2.705.647,6.0,3167848.0,2705647.0
"Tiền gửi tại các tổ chức tín dụng (""TCTD"") khác","TÀI SẢN > Tiền gửi tại các tổ chức tín dụng (""TCTD"") khác","Tiền gửi tại các tổ chức tín dụng (""TCTD"") khác",7,36.270.128,20.405.942,7.0,36270128.0,20405942.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,8,782.693,-,8.0,782693.0,
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,,782.693,-,,782693.0,
Các công cụ tài chính phải sinh và các tài sản tài chính khác,TÀI SẢN > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,9,-,440.445,9.0,,440445.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,96.781.614,80.984.119,,96781614.0,80984119.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,10,98.107.189,82.010.652,10.0,98107189.0,82010652.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,12,(1.325.575),(1.026.533),12.0,-1325575.0,-1026533.0
Hoạt động mua nợ,TÀI SẢN > Hoạt động mua nợ,Hoạt động mua nợ,11,957.762,1.042.125,11.0,957762.0,1042125.0
Mua nợ,TÀI SẢN > Mua nợ,Mua nợ,,965.000,1.050.000,,965000.0,1050000.0
Dự phòng rủi ro hoạt động mua nợ,TÀI SẢN > Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,,(7.238),(7.875),,-7238.0,-7875.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,,18.399.913,17.437.307,,18399913.0,17437307.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,13.1,15.372.669,16.820.211,131.0,15372669.0,16820211.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,13.2,3.275.068,659.385,132.0,3275068.0,659385.0
