row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,1.596.569,882.862,1596569.0,882862.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,1.097.222,661.846,1097222.0,661846.0
Thu từ hoạt động bảo hiểm,Thu từ hoạt động bảo hiểm,Thu từ hoạt động bảo hiểm,160.454,4.552,160454.0,4552.0
Thu phí cam kết rút vốn,Thu phí cam kết rút vốn,Thu phí cam kết rút vốn,143.475,39.517,143475.0,39517.0
Thu phí tất toán trước hạn khoản vay,Thu phí tất toán trước hạn khoản vay,Thu phí tất toán trước hạn khoản vay,128.755,93.674,128755.0,93674.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,22.541,9.878,22541.0,9878.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,1.742,5.264,1742.0,5264.0
Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,196,5.724,196.0,5724.0
Thu khác,Thu khác,Thu khác,42.184,62.407,42184.0,62407.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(832.946),(634.973),-832946.0,-634973.0
Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,(728.366),(282.998),-728366.0,-282998.0
"Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông",(34.518),(30.084),-34518.0,-30084.0
Nghiệp vụ ủy thác và đại lý,Nghiệp vụ ủy thác và đại lý,Nghiệp vụ ủy thác và đại lý,(24.156),(12.689),-24156.0,-12689.0
Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,(21.094),(27.946),-21094.0,-27946.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(9.562),(32.867),-9562.0,-32867.0
Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,(4.692),(6.722),-4692.0,-6722.0
Chi phí thanh toán theo thỏa thuận chấm dứt hợp tác phân phối bảo hiểm,Chi phí thanh toán theo thỏa thuận chấm dứt hợp tác phân phối bảo hiểm,Chi phí thanh toán theo thỏa thuận chấm dứt hợp tác phân phối bảo hiểm,-,(240.419),,-240419.0
Chi khác,Chi khác,Chi khác,(10.558),(1.248),-10558.0,-1248.0
,,,763.623,247.889,763623.0,247889.0
