row_label_raw,row_label_full,Chỉ tiêu,Quá hạn,Không chịu lãi,Đến 1 tháng,Từ 1 đến 3 tháng,Từ 3 đến 6 tháng,Từ 6 đến 12 tháng,Từ 1 đến 5 năm,Trên 5 năm,Tổng,numeric__Quá hạn,numeric__Không chịu lãi,numeric__Đến 1 tháng,numeric__Từ 1 đến 3 tháng,numeric__Từ 3 đến 6 tháng,numeric__Từ 6 đến 12 tháng,numeric__Từ 1 đến 5 năm,numeric__Trên 5 năm,numeric__Tổng
"Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,660.595,-,-,-,-,-,-,660.595,,660595.0,,,,,,,660595.0
Tiền gối tại ngân hàng Nhà nước,Tiền gối tại ngân hàng Nhà nước,Tiền gối tại ngân hàng Nhà nước,-,-,6.134.683,-,-,-,-,-,6.134.683,,,6134683.0,,,,,,6134683.0
"Tiền, vàng gối tại và cho vay các TCTD khác (*)","Tiền, vàng gối tại và cho vay các TCTD khác (*)","Tiền, vàng gối tại và cho vay các TCTD khác (*)",-,-,15.525.552,-,-,2.847.950,-,-,18.373.502,,,15525552.0,,,2847950.0,,,18373502.0
Cho vay khách hàng (*),Cho vay khách hàng (*),Cho vay khách hàng (*),1.625.276,-,4.041.883,5.617.345,5.973.525,16.707.617,14.634.360,3.183.046,51.783.052,1625276.0,,4041883.0,5617345.0,5973525.0,16707617.0,14634360.0,3183046.0,51783052.0
Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),-,,-,-,-,-,796.897,2.588.098,3.384.995,,,,,,,796897.0,2588098.0,3384995.0
"Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,500.000,-,-,-,-,-,-,500.000,,500000.0,,,,,,,500000.0
Tài sản cố định và Bất động sản đầu tư,Tài sản cố định và Bất động sản đầu tư,Tài sản cố định và Bất động sản đầu tư,-,1.351.082,-,-,-,-,-,-,1.351.082,,1351082.0,,,,,,,1351082.0
Tài sản Có khác (*),Tài sản Có khác (*),Tài sản Có khác (*),52.977,5.700.440,-,-,-,-,-,-,5.753.417,52977.0,5700440.0,,,,,,,5753417.0
Tổng Tài sản,Tổng Tài sản,Tổng Tài sản,1.678.253,8.212.117,25.702.118,5.617.345,5.973.525,19.555.567,15.431.257,5.771.144,87.941.326,1678253.0,8212117.0,25702118.0,5617345.0,5973525.0,19555567.0,15431257.0,5771144.0,87941326.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
Tiền gửi của và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi của và vay từ NHNN và các TCTD khác,Tiền gửi của và vay từ NHNN và các TCTD khác,-,-,15.268.267,-,-,2.842.357,7.601,705,18.118.930,,,15268267.0,,,2842357.0,7601.0,705.0,18118930.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,18.051.183,13.548.570,17.643.425,6.992.183,979.467,1.017,57.215.845,,,18051183.0,13548570.0,17643425.0,6992183.0,979467.0,1017.0,57215845.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,25.404,-,-,-,-,-,25.404,,,25404.0,,,,,,25404.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,199.200,31.600,-,1.928.100,1.300.191,3.459.091,,,,199200.0,31600.0,,1928100.0,1300191.0,3459091.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,2.733.321,-,-,-,-,-,-,2.733.321,,2733321.0,,,,,,,2733321.0
Tổng Nợ phải trả,Nợ phải trả > Tổng Nợ phải trả,Tổng Nợ phải trả,-,2.733.321,33.344.854,13.747.770,17.675.025,9.834.540,2.915.168,1.301.913,81.552.591,,2733321.0,33344854.0,13747770.0,17675025.0,9834540.0,2915168.0,1301913.0,81552591.0
Mức chênh lệch nhạy cảm với lãi suất nội bảng,Nợ phải trả > Mức chênh lệch nhạy cảm với lãi suất nội bảng,Mức chênh lệch nhạy cảm với lãi suất nội bảng,1.678.253,5.478.796,(7.642.736),(8.130.425),(11.701.500),9.721.027,12.516.089,4.469.231,6.388.735,1678253.0,5478796.0,-7642736.0,-8130425.0,-11701500.0,9721027.0,12516089.0,4469231.0,6388735.0
Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Nợ phải trả > Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),-,(363.230),-,-,-,-,-,-,(363.230),,-363230.0,,,,,,,-363230.0
"Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng","Nợ phải trả > Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng","Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng",1.678.253,5.115.566,(7.642.736),(8.130.425),(11.701.500),9.721.027,12.516.089,4.469.231,6.025.505,1678253.0,5115566.0,-7642736.0,-8130425.0,-11701500.0,9721027.0,12516089.0,4469231.0,6025505.0
