row_label_raw,row_label_full,col_0,31/12/2020Triệu VND,%,31/12/2019Triệu VND,%_1,numeric__31/12/2020Triệu VND,numeric__%,numeric__31/12/2019Triệu VND,numeric__%_1
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,,,,
Công ty nhà nước,Cho vay các tổ chức kinh tế > Công ty nhà nước,Công ty nhà nước,1.517.713,"1,39",994.110,"1,01",1517713.0,1.39,994110.0,1.01
Công ty trách nhiệm hữu hạn,Cho vay các tổ chức kinh tế > Công ty trách nhiệm hữu hạn,Công ty trách nhiệm hữu hạn,37.024.433,"34,01",30.260.632,"30,69",37024433.0,34.01,30260632.0,30.69
Công ty cổ phần có hơn 50% vốn Nhà nước (Nhà nước chiếm cổ phần chi phối),Cho vay các tổ chức kinh tế > Công ty cổ phần có hơn 50% vốn Nhà nước (Nhà nước chiếm cổ phần chi phối),Công ty cổ phần có hơn 50% vốn Nhà nước (Nhà nước chiếm cổ phần chi phối),508.317,"0,47",1.649.109,"1,67",508317.0,0.47,1649109.0,1.67
Công ty cổ phần khác,Cho vay các tổ chức kinh tế > Công ty cổ phần khác,Công ty cổ phần khác,45.672.113,"41,95",42.071.821,"42,66",45672113.0,41.95,42071821.0,42.66
Công ty hợp danh,Cho vay các tổ chức kinh tế > Công ty hợp danh,Công ty hợp danh,18.052,"0,02",39.865,"0,04",18052.0,0.02,39865.0,0.04
Doanh nghiệp tư nhân,Cho vay các tổ chức kinh tế > Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,118.876,"0,11",224.071,"0,23",118876.0,0.11,224071.0,0.23
Doanh nghiệp có vốn đầu tư nước ngoài,Cho vay các tổ chức kinh tế > Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,443.275,"0,41",476.930,"0,48",443275.0,0.41,476930.0,0.48
Hợp tác xã và liên hiệp hợp tác xã,Cho vay các tổ chức kinh tế > Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,44.432,"0,04",8.141,"0,01",44432.0,0.04,8141.0,0.01
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,,,,
"Hộ kinh doanh, cá nhân","Cho vay cá nhân > Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",23.366.417,"21,46",22.886.783,"23,21",23366417.0,21.46,22886783.0,23.21
Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,,,,
Thành phần kinh tế khác,Cho vay khác > Thành phần kinh tế khác,Thành phần kinh tế khác,155.608,"0,14",2.377,"0,00",155608.0,0.14,2377.0,0.0
,,,108.869.236,"100,00",98.613.839,"100,00",108869236.0,100.0,98613839.0,100.0
