row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Tiền gửi không kỳ hạn (“KKH”),Tiền gửi không kỳ hạn (“KKH”),Tiền gửi không kỳ hạn (“KKH”),10.003.475,8.271.076,10003475.0,8271076.0
Tiền gửi KKH bằng VND,Tiền gửi KKH bằng VND,Tiền gửi KKH bằng VND,9.608.997,8.053.398,9608997.0,8053398.0
Tiền gửi KKH bằng ngoại tệ,Tiền gửi KKH bằng ngoại tệ,Tiền gửi KKH bằng ngoại tệ,364.457,200.630,364457.0,200630.0
Tiền gửi tiết kiệm KKH bằng VND,Tiền gửi tiết kiệm KKH bằng VND,Tiền gửi tiết kiệm KKH bằng VND,29.385,16.176,29385.0,16176.0
Tiền gửi tiết kiệm KKH bằng ngoại tệ,Tiền gửi tiết kiệm KKH bằng ngoại tệ,Tiền gửi tiết kiệm KKH bằng ngoại tệ,636,872,636.0,872.0
Tiền gửi có kỳ hạn (“CKH”),Tiền gửi có kỳ hạn (“CKH”),Tiền gửi có kỳ hạn (“CKH”),134.549.843,116.476.253,134549843.0,116476253.0
Tiền gửi CKH bằng VND,Tiền gửi CKH bằng VND,Tiền gửi CKH bằng VND,29.231.149,18.154.181,29231149.0,18154181.0
Tiền gửi CKH bằng ngoại tệ,Tiền gửi CKH bằng ngoại tệ,Tiền gửi CKH bằng ngoại tệ,102.060,57.265,102060.0,57265.0
Tiền gửi tiết kiệm có kỳ hạn bằng VND,Tiền gửi tiết kiệm có kỳ hạn bằng VND,Tiền gửi tiết kiệm có kỳ hạn bằng VND,104.511.347,97.508.099,104511347.0,97508099.0
Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,705.287,756.708,705287.0,756708.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,769.691,76.654,769691.0,76654.0
Tiền gửi vốn chuyên dùng bằng VND,Tiền gửi vốn chuyên dùng bằng VND,Tiền gửi vốn chuyên dùng bằng VND,767.715,63.428,767715.0,63428.0
Tiền gửi vốn chuyên dùng bằng ngoại tệ,Tiền gửi vốn chuyên dùng bằng ngoại tệ,Tiền gửi vốn chuyên dùng bằng ngoại tệ,1.976,13.226,1976.0,13226.0
Tiền ký quỹ,Tiền ký quỹ,Tiền ký quỹ,288.026,251.649,288026.0,251649.0
Tiền gửi ký quỹ bằng VND,Tiền gửi ký quỹ bằng VND,Tiền gửi ký quỹ bằng VND,288.026,251.649,288026.0,251649.0
,,,145.611.035,125.075.632,145611035.0,125075632.0
