row_label_raw,row_label_full,col_0,Dự phòng chungTriệu VND,Dự phòng cụ thểTriệu VND,numeric__Dự phòng chungTriệu VND,numeric__Dự phòng cụ thểTriệu VND
Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,,
Số dư đầu năm,Năm nay > Số dư đầu năm,Số dư đầu năm,(533.243),(121.502),-533243.0,-121502.0
Dự phòng rủi ro trích lập trong năm,Năm nay > Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,(30.962),(144.942),-30962.0,-144942.0
Hoàn nhập dự phòng trong năm,Năm nay > Hoàn nhập dự phòng trong năm,Hoàn nhập dự phòng trong năm,5.521,14,5521.0,14.0
Sử dụng dự phòng rủi ro tín dụng trong năm,Năm nay > Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,-,3.331,,3331.0
Số dư cuối năm,Năm nay > Số dư cuối năm,Số dư cuối năm,(558.684),(263.099),-558684.0,-263099.0
Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,,
Số dư đầu năm,Năm trước > Số dư đầu năm,Số dư đầu năm,(471.284),(122.395),-471284.0,-122395.0
Dự phòng rủi ro trích lập trong năm,Năm trước > Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,(62.542),(2.489),-62542.0,-2489.0
Hoàn nhập dự phòng trong năm,Năm trước > Hoàn nhập dự phòng trong năm,Hoàn nhập dự phòng trong năm,583,1.257,583.0,1257.0
Sử dụng dự phòng rủi ro tín dụng trong năm,Năm trước > Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,-,2.125,,2125.0
Số dư cuối năm,Năm trước > Số dư cuối năm,Số dư cuối năm,(533.243),(121.502),-533243.0,-121502.0
