row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2021,Năm 2020,numeric__Mối quan hệ,numeric__Năm 2021,numeric__Năm 2020
,,,Mối quan hệ,VND,VND,,,
Thu nhập,Thu nhập,Thu nhập,Thu nhập,Thu nhập,Thu nhập,,,
Ông Hà Văn Thuận,Thu nhập > Ông Hà Văn Thuận,Ông Hà Văn Thuận,Chủ tịch HĐQT,169.092.908,100.780.157,,169092908.0,100780157.0
Ông Trần Hồng Khôi,Thu nhập > Ông Trần Hồng Khôi,Ông Trần Hồng Khôi,Thành viên HĐQT,112.728.605,67.186.772,,112728605.0,67186772.0
Ông Võ Hồng Cường,Thu nhập > Ông Võ Hồng Cường,Ông Võ Hồng Cường,Thành viên HĐQT,124.726.244,115.177.323,,124726244.0,115177323.0
Ông Nguyễn An Định,Thu nhập > Ông Nguyễn An Định,Ông Nguyễn An Định,Thành viên HĐQT,1.834.926.244,880.177.323,,1834926244.0,880177323.0
Ông Nguyễn An Định,Ông Nguyễn An Định,Ông Nguyễn An Định,Tổng Giám đốc,,,,,
Ông Trần Việt Anh,Ông Nguyễn An Định > Ông Trần Việt Anh,Ông Trần Việt Anh,Thành viên HĐQT,124.726.244,115.177.323,,124726244.0,115177323.0
Ông Nguyễn Văn Thiên,Ông Nguyễn An Định > Ông Nguyễn Văn Thiên,Ông Nguyễn Văn Thiên,Thành viên HĐQT,124.726.244,115.177.323,,124726244.0,115177323.0
Ông Mai Hữu Tín,Ông Nguyễn An Định > Ông Mai Hữu Tín,Ông Mai Hữu Tín,Thành viên HĐQT,124.726.244,115.177.323,,124726244.0,115177323.0
Ông Lê Trọng Nghĩa,Ông Nguyễn An Định > Ông Lê Trọng Nghĩa,Ông Lê Trọng Nghĩa,Thành viên HĐQT,740.926.244,115.177.323,,740926244.0,115177323.0
Ông Lê Trọng Nghĩa,Ông Lê Trọng Nghĩa,Ông Lê Trọng Nghĩa,Phó Tổng Giám đốc,,,,,
Ông Lý Thanh Châu,Ông Lê Trọng Nghĩa > Ông Lý Thanh Châu,Ông Lý Thanh Châu,(*),74.095.512,955.177.323,,74095512.0,955177323.0
Ông Trần Nguyên Vũ,Ông Lê Trọng Nghĩa > Ông Trần Nguyên Vũ,Ông Trần Nguyên Vũ,(*),11.997.638,342.536.006,,11997638.0,342536006.0
