row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị VND,31/12/2025 > Dự phòng VND,01/01/2025 > Giá trị VND,01/01/2025 > Dự phòng VND,numeric__31/12/2025 > Giá trị VND,numeric__31/12/2025 > Dự phòng VND,numeric__01/01/2025 > Giá trị VND,numeric__01/01/2025 > Dự phòng VND
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,1.518.237.128.491,(772.666.737.241),1.984.553.459.367,(947.439.233.363),1518237128491.0,-772666737241.0,1984553459367.0,-947439233363.0
- Công ty TNHH Phú Thành Gia Pleiku (1),- Công ty TNHH Phú Thành Gia Pleiku (1),- Công ty TNHH Phú Thành Gia Pleiku (1),297.405.000.000,(25.315.000.000),438.330.000.000,(140.565.000.000),297405000000.0,-25315000000.0,438330000000.0,-140565000000.0
- Công ty CP Công nghiệp Khai thác Chế biến đá Tây Nguyên (2),- Công ty CP Công nghiệp Khai thác Chế biến đá Tây Nguyên (2),- Công ty CP Công nghiệp Khai thác Chế biến đá Tây Nguyên (2),22.258.000.000,-,22.258.000.000,-,22258000000.0,,22258000000.0,
- Bà Hồ Thị Mỹ Trinh (3),- Bà Hồ Thị Mỹ Trinh (3),- Bà Hồ Thị Mỹ Trinh (3),161.061.969.166,(81.061.969.166),177.506.225.330,(94.886.719.484),161061969166.0,-81061969166.0,177506225330.0,-94886719484.0
- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai (4),- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai (4),- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai (4),93.870.419.820,(470.419.820),143.020.419.820,-,93870419820.0,-470419820.0,143020419820.0,
- Công ty TNHH MTV Trường An Tây Nguyên (5),- Công ty TNHH MTV Trường An Tây Nguyên (5),- Công ty TNHH MTV Trường An Tây Nguyên (5),111.502.145.250,-,226.502.145.250,(692.581.524),111502145250.0,,226502145250.0,-692581524.0
- Công ty CP Trồng rừng và Cây công nghiệp ĐLGL,- Công ty CP Trồng rừng và Cây công nghiệp ĐLGL,- Công ty CP Trồng rừng và Cây công nghiệp ĐLGL,-,-,10.000.000.000,-,,,10000000000.0,
- Các đối tượng khác,- Các đối tượng khác,- Các đối tượng khác,832.139.594.255,(665.819.348.255),966.936.668.967,(711.294.932.355),832139594255.0,-665819348255.0,966936668967.0,-711294932355.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,51.781.235.000,(935.000),386.606.735.839,(935.000),51781235000.0,-935000.0,386606735839.0,-935000.0
- Công ty CP Trồng rừng và Cây công nghiệp ĐLGL,- Công ty CP Trồng rừng và Cây công nghiệp ĐLGL,- Công ty CP Trồng rừng và Cây công nghiệp ĐLGL,-,-,334.945.984.599,-,,,334945984599.0,
- Công ty CP Công nghiệp Khai thác Chế biến đá Tây Nguyên,- Công ty CP Công nghiệp Khai thác Chế biến đá Tây Nguyên,- Công ty CP Công nghiệp Khai thác Chế biến đá Tây Nguyên,935.000,(935.000),935.000,(935.000),935000.0,-935000.0,935000.0,-935000.0
- Các đối tượng khác,- Các đối tượng khác,- Các đối tượng khác,51.780.300.000,-,51.659.816.240,-,51780300000.0,,51659816240.0,
,,,1.570.018.363.491,(772.667.672.241),2.371.160.195.206,(947.440.168.363),1570018363491.0,-772667672241.0,2371160195206.0,-947440168363.0
Phải thu về cho vay là bên liên quan,Phải thu về cho vay là bên liên quan,Phải thu về cho vay là bên liên quan,116.129.354.820,,165.279.354.820,,116129354820.0,,165279354820.0,
