row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Cổ phiếu phổ thông,%,Cổ phiếu phổ thông,%,,,,
Công ty Cổ phần Xuất Nhập khẩu Bến Tre,Công ty Cổ phần Xuất Nhập khẩu Bến Tre,Công ty Cổ phần Xuất Nhập khẩu Bến Tre,392.805.800.000,"19,27",447.142.960.000,"23,0",392805800000.0,19.27,447142960000.0,23.0
AVH Pte. Ltd.,AVH Pte. Ltd.,AVH Pte. Ltd.,390.571.740.000,"19,16",390.571.740.000,"20,1",390571740000.0,19.16,390571740000.0,20.1
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,369.472.960.000,"18,12",444.005.800.000,"22,9",369472960000.0,18.12,444005800000.0,22.9
International Finance Corporation,International Finance Corporation,International Finance Corporation,285.145.820.000,"13,99",285.145.820.000,"14,7",285145820000.0,13.99,285145820000.0,14.7
Công ty TNHH Một Thành viên Đường TTC Biên Hòa - Đồng Nai,Công ty TNHH Một Thành viên Đường TTC Biên Hòa - Đồng Nai,Công ty TNHH Một Thành viên Đường TTC Biên Hòa - Đồng Nai,89.070.000.000,"4,37",-,-,89070000000.0,4.37,,
Bà Đăng Huỳnh Úc My,Bà Đăng Huỳnh Úc My,Bà Đăng Huỳnh Úc My,72.599.960.000,"3,56",98.599.960.000,"5,1",72599960000.0,3.56,98599960000.0,5.1
Công ty TNHH Một Thành viên Thành Thành Công Gia Lai,Công ty TNHH Một Thành viên Thành Thành Công Gia Lai,Công ty TNHH Một Thành viên Thành Thành Công Gia Lai,50.000.000.000,"2,45",-,-,50000000000.0,2.45,,
Các cổ đông khác,Các cổ đông khác,Các cổ đông khác,389.250.490.000,"19,09",276.359.220.000,"14,2",389250490000.0,19.09,276359220000.0,14.2
,,,2.038.916.770.000,"100,0",1.941.825.500.000,"100,0",2038916770000.0,100.0,1941825500000.0,100.0
