row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
85,85,85,Công ty Cổ phần Giải pháp Công nghệ Thông tin và Hạ tầng Truyền dẫn VinITIS,Công ty VinITIS,"80,00","55,78",Khu đô thị Vinhomes Riverside(1),"Xử lý dữ liệu, cho thuê và các hoạt động liên quan",,,80.0,55.78,,
86,86,86,Công ty Cổ phần Vin3S,Công ty Vin3S,"100,00","85,43",Khu đô thị Vinhomes Riverside(1),Thiết lập trang thông tin thương mại điện tử,,,100.0,85.43,,
87,87,87,Công ty Cổ phần Nghiên cứu và Ứng dụng Trí tuệ nhân tạo VinAI,Công ty VinAI,"65,00","65,00","Tòa nhà văn phòng Symphony, Đường Chu Huy Mân, Khu đô thị sinh thái Vinhomes Riverside, Phường Phúc Lợi, Quận Long Biên, Thành phố Hà Nội, Việt Nam",Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học kỹ thuật và công nghệ,,,65.0,65.0,,
88,88,88,Công ty Cổ phần VinBigData,Công ty VinBigData,"65,00","65,00","Tòa nhà văn phòng Symphony, Đường Chu Huy Mân, Khu đô thị sinh thái Vinhomes Riverside, Phường Phúc Lợi, Quận Long Biên, Thành phố Hà Nội, Việt Nam",Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học kỹ thuật và công nghệ,,,65.0,65.0,,
89,89,89,Công ty Cổ phần Đầu tư Bảo Lai,Công ty Đầu tư Bảo Lai,"96,48","66,84","Số 166, Đường Phạm Văn Đồng, Phường Xuân Đình, Quận Bắc Từ Liêm, Hà Nội, Việt Nam",Khai thác khoáng sản,,,96.48,66.84,,
90,90,90,Công ty TNHH MTV Đá Trắng Bảo Lai,Công ty Đá Trắng Bảo Lai,"100,00","66,84","Thôn Hợp Nhất, Xã Thịnh Hưng, Huyện Yên Bình, Tĩnh Yên Bái, Việt Nam",Sản xuất các sản phẩm từ đá trắng,,,100.0,66.84,,
91,91,91,Công ty Cổ phần Đá cầm thạch Đốc Thắng,Công ty Đốc Thắng,"100,00","67,55","Thôn Ngòi Kèn, Xã Liễu Đô, Huyện Lục Yên, Tĩnh Yên Bái, Việt Nam",Khai thác khoáng sản,,,100.0,67.55,,
92,92,92,Công ty TNHH Đá Cẩm Thạch An Phú,Công ty An Phú,"100,00","66,84","Thôn Khau Ca, Xã An Phú, Huyện Lục Yên, Tĩnh Yên Bái, Việt Nam",Sản xuất các sản phẩm từ đá trắng,,,100.0,66.84,,
93,93,93,Công ty TNHH MTV Khai Thác Khoáng Sản Bảo Lai Lục Yên,Công ty Bảo Lai Lục Yên,"100,00","66,84","Thôn Ngòi Kèn, Xã Liễu Đô, Huyện Lục Yên, Tĩnh Yên Bái, Việt Nam",Khai thác khoáng sản,,,100.0,66.84,,
94,94,94,Công ty Cổ phần Khoáng sản Phan Thanh,Công ty Phan Thanh,"100,00","67,05","Thôn Bản Ro, Xã Phan Thanh, Huyện Lục Yên, Tĩnh Yên Bái, Việt Nam",Khai thác khoáng sản,,,100.0,67.05,,
