row_label_raw,row_label_full,col_0,31/12/2024 > Giá trịVND,31/12/2024 > Dự phòngVND,01/01/2024 > Giá trịVND,01/01/2024 > Dự phòngVND,numeric__31/12/2024 > Giá trịVND,numeric__31/12/2024 > Dự phòngVND,numeric__01/01/2024 > Giá trịVND,numeric__01/01/2024 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
Bên liên quan,a) Ngắn hạn > Bên liên quan,Bên liên quan,533.500.000,-,-,-,533500000.0,,,
- Công ty TNHH Sân Golf Palm - Sông Bé,a) Ngắn hạn > - Công ty TNHH Sân Golf Palm - Sông Bé,- Công ty TNHH Sân Golf Palm - Sông Bé,533.500.000,-,-,-,533500000.0,,,
Bên khác,a) Ngắn hạn > Bên khác,Bên khác,2.293.793.650,(2.293.793.650),2.507.593.650,(2.361.793.650),2293793650.0,-2293793650.0,2507593650.0,-2361793650.0
- Bà Hứa Ngọc Oanh,a) Ngắn hạn > - Bà Hứa Ngọc Oanh,- Bà Hứa Ngọc Oanh,286.207.000,(286.207.000),326.207.000,(326.207.000),286207000.0,-286207000.0,326207000.0,-326207000.0
- Các khoản phải thu khách hàng khác,a) Ngắn hạn > - Các khoản phải thu khách hàng khác,- Các khoản phải thu khách hàng khác,2.007.586.650,(2.007.586.650),2.181.386.650,(2.035.586.650),2007586650.0,-2007586650.0,2181386650.0,-2035586650.0
,,,2.827.293.650,(2.293.793.650),2.507.593.650,(2.361.793.650),2827293650.0,-2293793650.0,2507593650.0,-2361793650.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
- Công ty Cổ phần An Bình (*),b) Dài hạn > - Công ty Cổ phần An Bình (*),- Công ty Cổ phần An Bình (*),60.000.000.000,-,60.000.000.000,-,60000000000.0,,60000000000.0,
,,,60.000.000.000,-,60.000.000.000,-,60000000000.0,,60000000000.0,
