row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%)(*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%)(*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
43,43,43,Công ty Cổ phần Vinpearl Huế,Công ty Vinpearl Huế,"99,80","99,80","Số 50A, Hùng Vương, Phường Phú Nhuận, Thành phố Huế, Tĩnh Thừa Thiên Huế, Việt Nam",▸ Cung cấp dịch vụ lưu trú ngắn ngày,,,99.8,99.8,,
44,44,44,Công ty Cổ phần Vinpearl Lạng Sơn,Công ty Vinpearl Lạng Sơn,"99,80","99,80","Tổ hợp TTTM, khách sạn và nhà phố Shop - House, phía Nam cầu Kỳ Lừa, Phường Chi Lăng, Thành phố Lạng Sơn, Tĩnh Lạng Sơn, Việt Nam",▸ Cung cấp dịch vụ lưu trú ngắn ngày,,,99.8,99.8,,
45,45,45,Công ty Cổ phần Vinpearl Tây Ninh,Công ty Vinpearl Tây Ninh,"99,80","99,80","Số 90, Đường Lê Duẩn, Khu phố 5, Phường 3, Thành phố Tây Ninh, Tĩnh Tây Ninh, Việt Nam",▸ Cung cấp dịch vụ lưu trú ngắn ngày,,,99.8,99.8,,
46,46,46,Công ty Cổ phần Vinpearl Quảng Bình,Công ty Vinpearl Quảng Bình,"100,00","100,00","Đường Quách Xuân Kỳ, Phường Đồng Hải, Thành phố Đồng Hới, Tĩnh Quảng Bình, Việt Nam",▸ Cung cấp dịch vụ lưu trú ngắn ngày,,,100.0,100.0,,
47,47,47,Công ty Cổ phần Vinpearl Hotel Cần Thơ,Công ty Vinpearl Hotel Cần Thơ,"99,80","99,80","Số 209, Đường 30/4, Phường Xuân Khánh, Quận Ninh Kiều, Thành phố Cần Thơ, Việt Nam",▸ Cung cấp dịch vụ lưu trú ngắn ngày,,,99.8,99.8,,
48,48,48,Công ty Cổ phần Vinpearl Hà Nam,Công ty Vinpearl Hà Nam,"99,80","99,80","Tổ hợp thương mại - dịch vụ tổng hợp Hà Nam, Phường Minh Khai, Thành phố Phủ Lý, Tĩnh Hà Nam, Việt Nam",▸ Cung cấp dịch vụ lưu trú ngắn ngày,,,99.8,99.8,,
49,49,49,Công ty Cổ phần Đầu tư Kinh doanh VMC Holding,Công ty VMC Holding,"75,00","75,00",Khu đồ thị Vinhomes Riverside(1),▸ Hoạt động tư vấn quản lý,,,75.0,75.0,,
50,50,50,Công ty Cổ phần Bệnh viện Đa khoa Quốc tế Vinmec,Công ty Vinmec,"100,00","75,00","Số 458, Phố Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",▸ Cung cấp các dịch vụ bệnh viện,,,100.0,75.0,,
51,51,51,Công ty Cổ phần Vinschool,Công ty Vinschool,"100,00","79,53",Khu đồ thị Vinhomes Riverside(1),▸ Cung cấp dịch vụ giáo dục,,,100.0,79.53,,
52,52,52,Công ty TNHH Giáo Dục Và Đào Tạo VinAcademy,Công ty VinAcademy,"100,00","100,00",Khu đồ thị Vinhomes Riverside(1),▸ Cung cấp dịch vụ giáo dục,,,100.0,100.0,,
53,53,53,Công ty TNHH Dịch vụ Bảo vệ Vincom,Công ty Bảo vệ Vincom,"100,00","100,00",Khu đồ thị Vinhomes Riverside(1),▸ Kinh doanh dịch vụ bảo vệ,,,100.0,100.0,,
