row_label_raw,row_label_full,Lender,Contract/Debt contract,Maturity/Loan (VND),Maturity/Loan (VND)_1,Outstanding balance,Outstanding balance_1,Term (Month),Interest rate (%),Purpose,Form of security,numeric__Contract/Debt contract,numeric__Maturity/Loan (VND),numeric__Maturity/Loan (VND)_1,numeric__Outstanding balance,numeric__Outstanding balance_1,numeric__Term (Month),numeric__Interest rate (%),numeric__Purpose,numeric__Form of security
Lender,Lender,Lender,Contract/Debt contract,USD,VND,USD,VND,Term (Month),Interest rate (%),Purpose,Form of security,,,,,,,,,
Prosperity and Growth Commercial Joint Stock Bank (PGBank) - Ha Noi Branch,Lender > Prosperity and Growth Commercial Joint Stock Bank (PGBank) - Ha Noi Branch,Prosperity and Growth Commercial Joint Stock Bank (PGBank) - Ha Noi Branch,686.0604.2023/DN,,"200,000,000,000",,"200,000,000,000",108,According to each debt contract,"Payment for compensation of investment costs of the project ""Sao Mai Thanh Hoa Resort"" in Tho Lam commune, Tho Xuan district, Thanh Hoa",Real estate,,,,,,108.0,,,
Prosperity and Growth Commercial Joint Stock Bank (PGBank) - An Giang Branch,Lender > Prosperity and Growth Commercial Joint Stock Bank (PGBank) - An Giang Branch,Prosperity and Growth Commercial Joint Stock Bank (PGBank) - An Giang Branch,540.0436A/HDTD,,"395,000,000,000",,"395,000,000,000",84,According to each debt contract,"Loan to compensate for the project ""Sao Mai Lam Son - Sao Vang New Urban Area""",Real estates + real estates formed form the project,,,,,,84.0,,,
Vietnam Bank for Agriculture and Rural Development (Agribank) - An Giang Branch,Lender > Vietnam Bank for Agriculture and Rural Development (Agribank) - An Giang Branch,Vietnam Bank for Agriculture and Rural Development (Agribank) - An Giang Branch,540.0436B.2024/HDTD-DN/PGBANK,,"150,000,000,000",,"28,183,000,000",84,According to each debt contract,"Loan to compensate for the project ""Sao Mai Lam Son - Sao Vang New Urban Area""",Real estates + real estates formed form the project,,,,,,84.0,,,
Vietnam Joint Stock Commercial Bank for Industry and Trade (VietinBank) - Dong Thap Branch,Lender > Vietnam Joint Stock Commercial Bank for Industry and Trade (VietinBank) - Dong Thap Branch,Vietnam Joint Stock Commercial Bank for Industry and Trade (VietinBank) - Dong Thap Branch,161/2023 -HDCVDADT/NH CT720-Tap doan Sao Mai,,"1,027,000,000,000",,"807,000,000,000",70,According to each debt contract,"Phase 1,2 solar power project",Assets formed from the project,,,,,,70.0,,,
Vietnam Joint Stock Commercial Bank for Industry and Trade (VietinBank) - Dong Thap Branch,Lender > Vietnam Joint Stock Commercial Bank for Industry and Trade (VietinBank) - Dong Thap Branch,Vietnam Joint Stock Commercial Bank for Industry and Trade (VietinBank) - Dong Thap Branch,162/2023 -01161/2023 -HDCVDADT/NH CT720-Tap doan Sao Mai,,"1,139,000,000,000",,"1,071,000,000,000",109,According to each debt contract,"Phase 1,2 solar power project",Assets formed from the project,,,,,,109.0,,,
Financial Investment & International Media Corporation,Lender > Financial Investment & International Media Corporation,Financial Investment & International Media Corporation,001/2021,,,,"4,630,000,000",22,"According to each debt contract, pay the principal at the end of the term.",Serve production and business,Mortgage,,,,,,22.0,,,
