row_label_raw,row_label_full,col_0,31.12.2025Triệu VND,31.12.2024Triệu VND,numeric__31.12.2025Triệu VND,numeric__31.12.2024Triệu VND
"Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu của khách hàng","Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu của khách hàng","Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu của khách hàng","Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu của khách hàng","Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu của khách hàng",,
Bất động sản,"Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu của khách hàng > Bất động sản",Bất động sản,1.067.681.534,1.050.007.290,1067681534.0,1050007290.0
Hàng tồn kho,"Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu của khách hàng > Hàng tồn kho",Hàng tồn kho,3.508.908,785.201,3508908.0,785201.0
"Máy móc, thiết bị","Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu của khách hàng > Máy móc, thiết bị","Máy móc, thiết bị",6.201.234,4.006.319,6201234.0,4006319.0
Giấy tờ có giá,"Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu của khách hàng > Giấy tờ có giá",Giấy tờ có giá,115.564.606,179.447.364,115564606.0,179447364.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- GTCG do doanh nghiệp phát hành,Trong đó: > - GTCG do doanh nghiệp phát hành,- GTCG do doanh nghiệp phát hành,115.564.606,179.447.364,115564606.0,179447364.0
Tài sản khác,Trong đó: > Tài sản khác,Tài sản khác,53.360.504,35.516.569,53360504.0,35516569.0
,,,1.246.316.786,1.269.762.743,1246316786.0,1269762743.0
"Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu của các tổ chức tín dụng khác","Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu của các tổ chức tín dụng khác","Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu của các tổ chức tín dụng khác","Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu của các tổ chức tín dụng khác","Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu của các tổ chức tín dụng khác",,
Tiền gửi của các TCTD khác,"Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu của các tổ chức tín dụng khác > Tiền gửi của các TCTD khác",Tiền gửi của các TCTD khác,50.250.000,58.054.300,50250000.0,58054300.0
Bất động sản,"Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu của các tổ chức tín dụng khác > Bất động sản",Bất động sản,-,836.222,,836222.0
Giấy tờ có giá,"Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu của các tổ chức tín dụng khác > Giấy tờ có giá",Giấy tờ có giá,-,100.000,,100000.0
,,,50.250.000,58.990.522,50250000.0,58990522.0
"Tổng tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu","Tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu của các tổ chức tín dụng khác > Tổng tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu","Tổng tài sản, GTCG nhận thế chấp, cảm cố và chiết khấu, tải chiết khấu",1.296.566.786,1.328.753.265,1296566786.0,1328753265.0
