row_label_raw,row_label_full,col_0,Địa chỉ,% sở hữu và % quyền biểu quyết,31/12/2021 > Giá gốc VND,31/12/2021 > Dự phòng VND,31/12/2021 > Giá trị hợp lý VND,numeric__Địa chỉ,numeric__% sở hữu và % quyền biểu quyết,numeric__31/12/2021 > Giá gốc VND,numeric__31/12/2021 > Dự phòng VND,numeric__31/12/2021 > Giá trị hợp lý VND
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,,,,
• Công ty TNHH MTV Xây lắp Điện I - Đại Mỗ,Công ty con > • Công ty TNHH MTV Xây lắp Điện I - Đại Mỗ,• Công ty TNHH MTV Xây lắp Điện I - Đại Mỗ,Hà Nội,100%,5.000.000.000,-,(*),,1.0,5000000000.0,,
• Công ty TNHH MTV Xây lắp Điện I - Miền Nam,Công ty con > • Công ty TNHH MTV Xây lắp Điện I - Miền Nam,• Công ty TNHH MTV Xây lắp Điện I - Miền Nam,TP Hồ Chí Minh,100%,25.000.000.000,-,(*),,1.0,25000000000.0,,
• Công ty TNHH MTV Xây lắp Điện I - Miền Bắc,Công ty con > • Công ty TNHH MTV Xây lắp Điện I - Miền Bắc,• Công ty TNHH MTV Xây lắp Điện I - Miền Bắc,Hà Nội,100%,10.236.009.597,-,(*),,1.0,10236009597.0,,
• Công ty TNHH MTV Xây lắp Điện I - Mỹ Đình,Công ty con > • Công ty TNHH MTV Xây lắp Điện I - Mỹ Đình,• Công ty TNHH MTV Xây lắp Điện I - Mỹ Đình,Hà Nội,100%,15.000.000.000,-,(*),,1.0,15000000000.0,,
• Công ty TNHH MTV Xây lắp Điện I - Từ Liêm,Công ty con > • Công ty TNHH MTV Xây lắp Điện I - Từ Liêm,• Công ty TNHH MTV Xây lắp Điện I - Từ Liêm,Hà Nội,100%,10.549.569.422,-,(*),,1.0,10549569422.0,,
• Công ty TNHH MTV Xây lắp Điện I - Hà Đông,Công ty con > • Công ty TNHH MTV Xây lắp Điện I - Hà Đông,• Công ty TNHH MTV Xây lắp Điện I - Hà Đông,Hà Nội,100%,5.942.874.315,-,(*),,1.0,5942874315.0,,
• Công ty TNHH MTV Xây lắp Điện I - Năng Hương,Công ty con > • Công ty TNHH MTV Xây lắp Điện I - Năng Hương,• Công ty TNHH MTV Xây lắp Điện I - Năng Hương,Hà Nội,100%,725.509.851,-,(*),,1.0,725509851.0,,
• Công ty TNHH MTV Xây lắp Điện I - Hoàng Mai,Công ty con > • Công ty TNHH MTV Xây lắp Điện I - Hoàng Mai,• Công ty TNHH MTV Xây lắp Điện I - Hoàng Mai,Hà Nội,100%,5.000.000.000,-,(*),,1.0,5000000000.0,,
• Công ty TNHH MTV Xây lắp Điện I - Ninh Bình,Công ty con > • Công ty TNHH MTV Xây lắp Điện I - Ninh Bình,• Công ty TNHH MTV Xây lắp Điện I - Ninh Bình,Ninh Bình,100%,10.000.000.000,-,(*),,1.0,10000000000.0,,
• Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty con > • Công ty TNHH Chế tạo Cột thép Đông Anh,• Công ty TNHH Chế tạo Cột thép Đông Anh,Hà Nội,90%,28.832.168.426,-,(*),,0.9,28832168426.0,,
• Công ty Cổ phần Thủy điện Trung Thu,Công ty con > • Công ty Cổ phần Thủy điện Trung Thu,• Công ty Cổ phần Thủy điện Trung Thu,Diện Biên,60%,151.200.000.000,-,(*),,0.6,151200000000.0,,
• Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,Công ty con > • Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,• Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,Hà Nội,"99,39%",102.338.000.000,-,(*),,0.9939,102338000000.0,,
• Công ty Cổ phần Lắp máy Công nghiệp Việt Nam,Công ty con > • Công ty Cổ phần Lắp máy Công nghiệp Việt Nam,• Công ty Cổ phần Lắp máy Công nghiệp Việt Nam,Hà Nội,"51,00%",2.550.000.000,-,(*),,0.51,2550000000.0,,
• Công ty Cổ phần Cơ khí Ô tô Hòa Bình,Công ty con > • Công ty Cổ phần Cơ khí Ô tô Hòa Bình,• Công ty Cổ phần Cơ khí Ô tô Hòa Bình,Hà Nội,"99,83%",184.005.518.217,-,(*),,0.9983,184005518217.0,,
• Công ty Cổ phần Năng lượng Báo Lâm,Công ty con > • Công ty Cổ phần Năng lượng Báo Lâm,• Công ty Cổ phần Năng lượng Báo Lâm,Cao Bằng,"99,90%",33.966.000.000,-,(*),,0.9990000000000001,33966000000.0,,
• Công ty Cổ phần Đầu tư Năng lượng Miền Bắc,Công ty con > • Công ty Cổ phần Đầu tư Năng lượng Miền Bắc,• Công ty Cổ phần Đầu tư Năng lượng Miền Bắc,Cao Bằng,"51,00%",141.693.000.000,-,(*),,0.51,141693000000.0,,
• Công ty Cổ phần Thương mại Đầu tư Tiến Bộ,Công ty con > • Công ty Cổ phần Thương mại Đầu tư Tiến Bộ,• Công ty Cổ phần Thương mại Đầu tư Tiến Bộ,Hà Nội,"99,95%",154.145.058.545,-,(*),,0.9995,154145058545.0,,
• Công ty Cổ phần Điện gió Liên Lập,Công ty con > • Công ty Cổ phần Điện gió Liên Lập,• Công ty Cổ phần Điện gió Liên Lập,Quảng Trị,"55,54%",409.614.856.402,-,(*),,0.5554,409614856402.0,,
• Công ty Cổ phần Điện gió Phong Huy,Công ty con > • Công ty Cổ phần Điện gió Phong Huy,• Công ty Cổ phần Điện gió Phong Huy,Quảng Trị,"54,70%",412.426.000.000,-,(*),,0.547,412426000000.0,,
• Công ty Cổ phần Điện gió Phong Nguyên,Công ty con > • Công ty Cổ phần Điện gió Phong Nguyên,• Công ty Cổ phần Điện gió Phong Nguyên,Quảng Trị,"54,73%",412.479.556.800,-,(*),,0.5473,412479556800.0,,
• Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ,Công ty con > • Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ,• Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ,Hà Nội,"51,00%",1.876.851.000,-,(*),,0.51,1876851000.0,,
