row_label_raw,row_label_full,col_0,31/12/2015Triệu VND,31/12/2014Triệu VND,numeric__31/12/2015Triệu VND,numeric__31/12/2014Triệu VND
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,,,
▪ Tín phiếu Ngân hàng Nhà nước,Chứng khoán nợ > ▪ Tín phiếu Ngân hàng Nhà nước,▪ Tín phiếu Ngân hàng Nhà nước,-,1.796.186,,1796186.0
▪ Chứng khoán Chính phủ,Chứng khoán nợ > ▪ Chứng khoán Chính phủ,▪ Chứng khoán Chính phủ,8.880.544,20.789.013,8880544.0,20789013.0
▪ Chứng khoán nợ do các TCTD khác trong nước phát hành,Chứng khoán nợ > ▪ Chứng khoán nợ do các TCTD khác trong nước phát hành,▪ Chứng khoán nợ do các TCTD khác trong nước phát hành,1.923.542,533.140,1923542.0,533140.0
▪ Chứng khoán nợ do các tổ chức kinh tế trong nước phát hành,Chứng khoán nợ > ▪ Chứng khoán nợ do các tổ chức kinh tế trong nước phát hành,▪ Chứng khoán nợ do các tổ chức kinh tế trong nước phát hành,150.000,300.000,150000.0,300000.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,,,,
▪ Chứng khoán vốn do các TCTD khác trong nước phát hành,Chứng khoán vốn > ▪ Chứng khoán vốn do các TCTD khác trong nước phát hành,▪ Chứng khoán vốn do các TCTD khác trong nước phát hành,4.222,4.222,4222.0,4222.0
▪ Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành (i),Chứng khoán vốn > ▪ Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành (i),▪ Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành (i),982.940,260.700,982940.0,260700.0
Tổng chứng khoán đầu tư sẵn sàng để bán,Chứng khoán vốn > Tổng chứng khoán đầu tư sẵn sàng để bán,Tổng chứng khoán đầu tư sẵn sàng để bán,11.941.248,23.683.261,11941248.0,23683261.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,,
Dự phòng giảm giả (v),Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán > Dự phòng giảm giả (v),Dự phòng giảm giả (v),(518.934),(111.223),-518934.0,-111223.0
Dự phòng chung (vi),Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán > Dự phòng chung (vi),Dự phòng chung (vi),(1.125),-,-1125.0,
,,,(520.059),(111.223),-520059.0,-111223.0
,,,11.421.189,23.572.038,11421189.0,23572038.0
Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),,
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,,,
▪ Chứng khoán Chính phủ (ii),Chứng khoán nợ > ▪ Chứng khoán Chính phủ (ii),▪ Chứng khoán Chính phủ (ii),19.389.774,4.894.442,19389774.0,4894442.0
▪ Chứng khoán nợ do các TCTD khác trong nước phát hành,Chứng khoán nợ > ▪ Chứng khoán nợ do các TCTD khác trong nước phát hành,▪ Chứng khoán nợ do các TCTD khác trong nước phát hành,3.293.379,5.822.304,3293379.0,5822304.0
▪ Chứng khoán nợ do các tổ chức kinh tế trong nước phát hành (iii),Chứng khoán nợ > ▪ Chứng khoán nợ do các tổ chức kinh tế trong nước phát hành (iii),▪ Chứng khoán nợ do các tổ chức kinh tế trong nước phát hành (iii),4.255.586,4.538.833,4255586.0,4538833.0
Tổng chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán nợ > Tổng chứng khoán đầu tư giữ đến ngày đáo hạn,Tổng chứng khoán đầu tư giữ đến ngày đáo hạn,26.938.739,15.255.579,26938739.0,15255579.0
Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn (iv),Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn (iv),Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn (iv),Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn (iv),Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn (iv),,
Dự phòng chung (vi),Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn (iv) > Dự phòng chung (vi),Dự phòng chung (vi),(29.585),(34.042),-29585.0,-34042.0
Dự phòng cụ thể (vii),Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn (iv) > Dự phòng cụ thể (vii),Dự phòng cụ thể (vii),(1.151.856),(146.836),-1151856.0,-146836.0
,,,(1.181.441),(180.878),-1181441.0,-180878.0
,,,25.757.298,15.074.701,25757298.0,15074701.0
Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,,
Mệnh giá trái phiếu đặc biệt,Trái phiếu đặc biệt do VAMC phát hành > Mệnh giá trái phiếu đặc biệt,Mệnh giá trái phiếu đặc biệt,1.882.770,1.130.739,1882770.0,1130739.0
Dự phòng trái phiếu đặc biệt (viii),Trái phiếu đặc biệt do VAMC phát hành > Dự phòng trái phiếu đặc biệt (viii),Dự phòng trái phiếu đặc biệt (viii),(382.113),(100.626),-382113.0,-100626.0
,,,1.500.657,1.030.113,1500657.0,1030113.0
