row_label_raw,row_label_full,col_0,2022Triệu VND,2021Triệu VND,numeric__2022Triệu VND,numeric__2021Triệu VND
Thu nhập từ hoạt động dịch vụ từ,Thu nhập từ hoạt động dịch vụ từ,Thu nhập từ hoạt động dịch vụ từ,Thu nhập từ hoạt động dịch vụ từ,Thu nhập từ hoạt động dịch vụ từ,,
Hoa hồng bảo hiểm,Thu nhập từ hoạt động dịch vụ từ > Hoa hồng bảo hiểm,Hoa hồng bảo hiểm,1.302.900,1.196.060,1302900.0,1196060.0
Dịch vụ thanh toán,Thu nhập từ hoạt động dịch vụ từ > Dịch vụ thanh toán,Dịch vụ thanh toán,2.109.874,1.247.291,2109874.0,1247291.0
Dịch vụ khác,Thu nhập từ hoạt động dịch vụ từ > Dịch vụ khác,Dịch vụ khác,1.116.196,1.077.349,1116196.0,1077349.0
,,,4.528.970,3.520.700,4528970.0,3520700.0
Chi phí hoạt động dịch vụ cho,Chi phí hoạt động dịch vụ cho,Chi phí hoạt động dịch vụ cho,Chi phí hoạt động dịch vụ cho,Chi phí hoạt động dịch vụ cho,,
Dịch vụ thanh toán,Chi phí hoạt động dịch vụ cho > Dịch vụ thanh toán,Dịch vụ thanh toán,(760.216),(404.677),-760216.0,-404677.0
Dịch vụ môi giới,Chi phí hoạt động dịch vụ cho > Dịch vụ môi giới,Dịch vụ môi giới,(193.753),(174.369),-193753.0,-174369.0
Cước phí bưu điện về mạng viễn thông,Chi phí hoạt động dịch vụ cho > Cước phí bưu điện về mạng viễn thông,Cước phí bưu điện về mạng viễn thông,(213.889),(132.080),-213889.0,-132080.0
Dịch vụ hoa hồng bảo hiểm,Chi phí hoạt động dịch vụ cho > Dịch vụ hoa hồng bảo hiểm,Dịch vụ hoa hồng bảo hiểm,(150.665),(37.370),-150665.0,-37370.0
Dịch vụ ủy thác và đại lý,Chi phí hoạt động dịch vụ cho > Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,(1.338),(13.371),-1338.0,-13371.0
Dịch vụ khác,Chi phí hoạt động dịch vụ cho > Dịch vụ khác,Dịch vụ khác,(20.728),(16.881),-20728.0,-16881.0
,,,(1.340.589),(778.748),-1340589.0,-778748.0
Lãi thuần từ hoạt động dịch vụ,Chi phí hoạt động dịch vụ cho > Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,3.188.381,2.741.952,3188381.0,2741952.0
