row_label_raw,row_label_full,STT,Tên,Địa điểm,Hoạt động chính,31.12.2022,31.12.2022_1,31.12.2021,31.12.2021_1,numeric__Tên,numeric__Địa điểm,numeric__Hoạt động chính,numeric__31.12.2022,numeric__31.12.2022_1,numeric__31.12.2021,numeric__31.12.2021_1
STT,STT,STT,Tên,Địa điểm,Hoạt động chính,Tỷ lệ sở hữu %,Tỷ lệ biểu quyết %,Tỷ lệ sở hữu %,Tỷ lệ biểu quyết %,,,,,,,
,,,Công ty con gián tiếp: (tiếp theo),Công ty con gián tiếp: (tiếp theo),Công ty con gián tiếp: (tiếp theo),Công ty con gián tiếp: (tiếp theo),Công ty con gián tiếp: (tiếp theo),Công ty con gián tiếp: (tiếp theo),Công ty con gián tiếp: (tiếp theo),,,,,,,
26,STT > 26,26,Công ty TNHH The Forest City,Tỉnh Bà Rịa - Vũng Tàu,Kinh doanh bất động sản,"99,88","99,90","97,89","99,90",,,,99.88,99.9,97.89,99.9
27,STT > 27,27,Công ty Cổ phần Cao ốc Phương Đông,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,89","99,89","99,89","99,89",,,,99.89,99.89,99.89,99.89
28,STT > 28,28,Công ty Cổ phần Phát triển Đất Việt,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,67","99,69","99,67","99,69",,,,99.67,99.69,99.67,99.69
29,STT > 29,29,Công ty TNHH Đầu tư và Phát triển Bất động sản CQ89,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,56","99,59","99,56","99,59",,,,99.56,99.59,99.56,99.59
30,STT > 30,30,Công ty TNHH Phát triển Quốc tế Thế kỳ 21,TP. Hồ Chí Minh,Kinh doanh bất động sản,"98,97","98,97","98,97","98,97",,,,98.97,98.97,98.97,98.97
31,STT > 31,31,Công ty Cổ phần Đầu tư Phát triển Địa ốc Vạn Phát,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,98","99,98","97,99","97,99",,,,99.98,99.98,97.99,97.99
32,STT > 32,32,Công ty TNHH Đầu tư và Phát triển Bất động sản Cửu Long,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
33,STT > 33,33,Công ty Cổ phần Đầu tư Thư Minh Nguyễn,Tỉnh Bình Thuận,Dịch vụ lưu trú ngắn ngày,"96,14","96,15","96,14","96,15",,,,96.14,96.15,96.14,96.15
34,STT > 34,34,Công ty Cổ phần Dịch vụ Du lịch Hòa Thắng,Tỉnh Bình Thuận,Dịch vụ lưu trú ngắn ngày,"95,79","95,80","95,79","95,80",,,,95.79,95.8,95.79,95.8
35,STT > 35,35,Công ty TNHH Thành phố Aqua,Tỉnh Đồng Nai,Kinh doanh bất động sản,"69,98","70,00","69,92","70,00",,,,69.98,70.0,69.92,70.0
36,STT > 36,36,Công ty TNHH Bất động sản Phúc Hoa,TP. Hồ Chí Minh,Kinh doanh bất động sản,"69,97","99,99","69,92","99,99",,,,69.97,99.99,69.92,99.99
37,STT > 37,37,Công ty TNHH Đầu tư Phát triển Bất động sản An Phú Đông,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
38,STT > 38,38,Công ty TNHH Bất động sản Thế Kỳ Hoàng Kim,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
39,STT > 39,39,Công ty Cổ phần Nova Holiday,TP. Hồ Chí Minh,Dịch vụ lưu trú ngắn ngày,"99,98","99,98","99,98","99,98",,,,99.98,99.98,99.98,99.98
40,STT > 40,40,Công ty Cổ phần Big Ben Holiday,TP. Hồ Chí Minh,Dịch vụ lưu trú ngắn ngày,"100,00","99,99","100,00","99,99",,,,100.0,99.99,100.0,99.99
41,STT > 41,41,Công ty TNHH Đầu tư và Phát triển Bất động sản An Huy,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
42,STT > 42,42,Công ty Cổ phần Địa ốc Ngân Hiệp,Tỉnh Bà Rịa - Vũng Tàu,Kinh doanh bất động sản,"99,98","99,99","99,98","99,99",,,,99.98,99.99,99.98,99.99
43,STT > 43,43,Công ty Cổ phần Đầu tư Liberty,TP. Hồ Chí Minh,"Tư vấn, môi giới, đấu giá bất động sản, đầu giá quyền sử dụng đất","99,98","99,98","99,98","99,98",,,,99.98,99.98,99.98,99.98
44,STT > 44,44,Công ty Cổ phần Thạnh Mỹ Lợi,TP. Hồ Chí Minh,Kinh doanh bất động sản,"69,75","70,00","69,75","70,00",,,,69.75,70.0,69.75,70.0
45,STT > 45,45,Công ty TNHH Tư vấn Long Hưng Phát,TP. Hồ Chí Minh,Hoạt động tư vấn quản lý,"79,98","80,00","79,97","80,00",,,,79.98,80.0,79.97,80.0
46,STT > 46,46,Công ty Cổ phần Nova Final Solution,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,98","99,98","99,98","99,98",,,,99.98,99.98,99.98,99.98
47,STT > 47,47,Công ty TNHH Bất động sản Đảng Khánh,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,39","99,41","99,39","99,41",,,,99.39,99.41,99.39,99.41
