row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,4.680.244.176.971,6.217.968.736.522,,300.0,,4680244176971.0,6217968736522.0
I.,I.,I.,Nợ ngắn hạn,310,,4.615.926.176.012,5.966.522.553.367,,310.0,,4615926176012.0,5966522553367.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.14a,4.529.370.317.713,4.104.526.041.161,,311.0,,4529370317713.0,4104526041161.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.15,48.988.880.825,272.205.103,,312.0,,48988880825.0,272205103.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.16,11.632.695.526,12.133.509.636,,313.0,,11632695526.0,12133509636.0
4.,4.,4.,Phải trả người lao động,314,,1.504.428.392,995.131.249,,314.0,,1504428392.0,995131249.0
5.,5.,5.,Chỉ phí phải trả ngắn hạn,315,V.17,1.631.818.604,4.105.650.887,,315.0,,1631818604.0,4105650887.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,,-,-,,318.0,,,
9.,9.,9.,Phải trả ngắn hạn khác,319,V.18,12.587.394.952,167.146.142,,319.0,,12587394952.0,167146142.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.19a,10.210.640.000,1.844.322.869.189,,320.0,,10210640000.0,1844322869189.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,,-,-,,322.0,,,
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,64.318.000.959,251.446.183.155,,330.0,,64318000959.0,251446183155.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.14b,-,191.596.183.155,,331.0,,,191596183155.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chỉ phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,,-,-,,336.0,,,
7.,7.,7.,Phải trả dài hạn khác,337,,-,-,,337.0,,,
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.19b,64.318.000.959,59.850.000.000,,338.0,,64318000959.0,59850000000.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,-,-,,341.0,,,
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,-,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,-,,343.0,,,
