row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,400,,565.588.418.869,119.761.620.663,,400.0,,565588418869.0,119761620663.0
I.,I.,I.,Vốn chủ sở hữu,410,V.20,565.588.418.869,119.761.620.663,,410.0,,565588418869.0,119761620663.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,500.000.000.000,100.000.000.000,,411.0,,500000000000.0,100000000000.0
-,-,-,Cổ phiếu phố thông có quyền biểu quyết,411a,,500.000.000.000,100.000.000.000,,,,500000000000.0,100000000000.0
-,-,-,Cổ phiếu ưu đãi,411b,,-,-,,,,,
2.,- > 2.,2.,Thặng dư vốn cổ phần,412,,-,-,,412.0,,,
3.,- > 3.,3.,Quyền chọn chuyển đổi trái phiếu,413,,-,-,,413.0,,,
4.,- > 4.,4.,Vốn khác của chủ sở hữu,414,,-,-,,414.0,,,
5.,- > 5.,5.,Cổ phiếu quỹ,415,,-,-,,415.0,,,
6.,- > 6.,6.,Chênh lệch đánh giá lại tài sản,416,,-,-,,416.0,,,
7.,- > 7.,7.,Chênh lệch tỷ giá hối doái,417,,-,-,,417.0,,,
8.,- > 8.,8.,Quỹ đầu tư phát triển,418,,-,-,,418.0,,,
9.,- > 9.,9.,Quỹ hỗ trợ sắp xếp doanh nghiệp,419,,-,-,,419.0,,,
10.,- > 10.,10.,Quỹ khác thuộc vốn chủ sở hữu,420,,-,-,,420.0,,,
11.,- > 11.,11.,Lợi nhuận sau thuế chưa phân phối,421,,65.588.418.869,19.761.620.663,,421.0,,65588418869.0,19761620663.0
-,- > -,-,LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,19.761.620.663,6.801.415.924,,,,19761620663.0,6801415924.0
-,- > -,-,LNST chưa phân phối kỳ này,421b,,45.826.798.206,12.960.204.739,,,,45826798206.0,12960204739.0
12.,- > 12.,12.,Nguồn vốn đầu tư xây dựng cơ bản,422,,-,-,,422.0,,,
13.,- > 13.,13.,Lợi ích cổ đông không kiểm soát,429,,-,-,,429.0,,,
II.,- > II.,II.,Nguồn kinh phí và quỹ khác,430,,-,-,,430.0,,,
1.,- > 1.,1.,Nguồn kinh phí,431,,-,-,,431.0,,,
2.,- > 2.,2.,Nguồn kinh phí đã hình thành tài sản cố định,432,,-,-,,432.0,,,
,,,TỔNG CỘNG NGUỒN VỐN,440,,5.245.832.595.840,6.337.730.357.185,,440.0,,5245832595840.0,6337730357185.0
