row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Tiền gửi của tổ chức kinh tế,Tiền gửi của tổ chức kinh tế,Tiền gửi của tổ chức kinh tế,32.956.759,33.231.409,32956759.0,33231409.0
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,14.023.480,15.498.078,14023480.0,15498078.0
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,9.807.685,6.631.774,9807685.0,6631774.0
Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,3.624.026,4.156.586,3624026.0,4156586.0
"Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội",3.570.633,4.132.212,3570633.0,4132212.0
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,895.729,1.085.544,895729.0,1085544.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,426.496,616.924,426496.0,616924.0
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,21.170,40.509,21170.0,40509.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,284.840,40.197,284840.0,40197.0
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,34.914,26.160,34914.0,26160.0
Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,267.786,1.003.425,267786.0,1003425.0
Tiền gửi của cá nhân,Tiền gửi của cá nhân,Tiền gửi của cá nhân,123.735.973,110.553.797,123735973.0,110553797.0
Khác,Khác,Khác,1.641.271,1.643.739,1641271.0,1643739.0
,,,158.334.003,145.428.945,158334003.0,145428945.0
