row_label_raw,row_label_full,col_0,31/12/2018Triệu VND,31/12/2017Triệu VND,numeric__31/12/2018Triệu VND,numeric__31/12/2017Triệu VND
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,,
▪ Công ty trách nhiệm hữu hạn (“TNHH”) khác,Cho vay các tổ chức kinh tế > ▪ Công ty trách nhiệm hữu hạn (“TNHH”) khác,▪ Công ty trách nhiệm hữu hạn (“TNHH”) khác,54.026.682,47.674.168,54026682.0,47674168.0
▪ Công ty cổ phần khác,Cho vay các tổ chức kinh tế > ▪ Công ty cổ phần khác,▪ Công ty cổ phần khác,37.833.875,35.408.316,37833875.0,35408316.0
▪ Doanh nghiệp tư nhân,Cho vay các tổ chức kinh tế > ▪ Doanh nghiệp tư nhân,▪ Doanh nghiệp tư nhân,3.840.003,4.257.355,3840003.0,4257355.0
▪ Công ty Nhà nước,Cho vay các tổ chức kinh tế > ▪ Công ty Nhà nước,▪ Công ty Nhà nước,1.310.915,961.760,1310915.0,961760.0
▪ Doanh nghiệp có vốn đầu tư nước ngoài,Cho vay các tổ chức kinh tế > ▪ Doanh nghiệp có vốn đầu tư nước ngoài,▪ Doanh nghiệp có vốn đầu tư nước ngoài,1.289.460,1.910.757,1289460.0,1910757.0
▪ Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Cho vay các tổ chức kinh tế > ▪ Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,▪ Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,602.153,663.221,602153.0,663221.0
▪ Hợp tác xã và liên hiệp hợp tác xã,Cho vay các tổ chức kinh tế > ▪ Hợp tác xã và liên hiệp hợp tác xã,▪ Hợp tác xã và liên hiệp hợp tác xã,283.430,75.562,283430.0,75562.0
▪ Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Cho vay các tổ chức kinh tế > ▪ Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,▪ Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,179.706,169.521,179706.0,169521.0
▪ Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong điều lệ của công ty,Cho vay các tổ chức kinh tế > ▪ Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong điều lệ của công ty,▪ Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong điều lệ của công ty,61.114,93.254,61114.0,93254.0
▪ Hộ kinh doanh cá thể,Cho vay các tổ chức kinh tế > ▪ Hộ kinh doanh cá thể,▪ Hộ kinh doanh cá thể,17.906,29.746,17906.0,29746.0
▪ Công ty hợp danh,Cho vay các tổ chức kinh tế > ▪ Công ty hợp danh,▪ Công ty hợp danh,2.022,651,2022.0,651.0
▪ Khác,Cho vay các tổ chức kinh tế > ▪ Khác,▪ Khác,924.116,838.017,924116.0,838017.0
,,,100.371.382,92.082.328,100371382.0,92082328.0
Cho vay cá nhân,Cho vay các tổ chức kinh tế > Cho vay cá nhân,Cho vay cá nhân,156.251.371,130.864.302,156251371.0,130864302.0
,,,256.622.753,222.946.630,256622753.0,222946630.0
