row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Trả trước của các bên liên quan,Trả trước của các bên liên quan,Trả trước của các bên liên quan,31.496.104.089,45.414.495.002,31496104089.0,45414495002.0
Công ty Cổ phần Sông Đà 2,Công ty Cổ phần Sông Đà 2,Công ty Cổ phần Sông Đà 2,60.000.000,60.000.000,60000000.0,60000000.0
Công ty Cổ phần Sông Đà 3,Công ty Cổ phần Sông Đà 3,Công ty Cổ phần Sông Đà 3,580.083.678,580.083.678,580083678.0,580083678.0
Công ty TNHH MTV Sông Đà 2 E&C,Công ty TNHH MTV Sông Đà 2 E&C,Công ty TNHH MTV Sông Đà 2 E&C,200.000.000,200.000.000,200000000.0,200000000.0
Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,8.269.230.778,22.171.254.431,8269230778.0,22171254431.0
Công ty TNHH Điện Xekaman1,Công ty TNHH Điện Xekaman1,Công ty TNHH Điện Xekaman1,22.359.308.483,22.359.308.483,22359308483.0,22359308483.0
Công ty TNHH Điện Xekaman 3,Công ty TNHH Điện Xekaman 3,Công ty TNHH Điện Xekaman 3,27.481.150,43.848.410,27481150.0,43848410.0
Trả trước của các khách hàng khác,Trả trước của các khách hàng khác,Trả trước của các khách hàng khác,12.455.035.963,12.930.448.157,12455035963.0,12930448157.0
Ban quản lý Dự án thủy điện 4,Ban quản lý Dự án thủy điện 4,Ban quản lý Dự án thủy điện 4,2.233.353.000,2.233.353.000,2233353000.0,2233353000.0
Ban Quản lý Dự án Đầu tư Xây dựng Công trình nhà Quốc Hội,Ban Quản lý Dự án Đầu tư Xây dựng Công trình nhà Quốc Hội,Ban Quản lý Dự án Đầu tư Xây dựng Công trình nhà Quốc Hội,2.771.963.165,2.771.963.165,2771963165.0,2771963165.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,7.449.719.798,1.730.251.992,7449719798.0,1730251992.0
Cộng,Cộng,Cộng,43.951.140.052,58.344.943.159,43951140052.0,58344943159.0
