row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,235.134,188.568,235134.0,188568.0
Thu từ các khoản nợ đã xử lý,Thu từ các khoản nợ đã xử lý,Thu từ các khoản nợ đã xử lý,182.675,119.364,182675.0,119364.0
Thu từ nghiệp vụ mua bán nợ,Thu từ nghiệp vụ mua bán nợ,Thu từ nghiệp vụ mua bán nợ,29.212,21.426,29212.0,21426.0
Hoàn ứng chi phí hoạt động,Hoàn ứng chi phí hoạt động,Hoàn ứng chi phí hoạt động,5.289,22.137,5289.0,22137.0
Thu nhập khác từ bảo hiểm,Thu nhập khác từ bảo hiểm,Thu nhập khác từ bảo hiểm,-,9.000,,9000.0
Thu nhập từ IFC,Thu nhập từ IFC,Thu nhập từ IFC,4.616,5.291,4616.0,5291.0
Thu nhập từ thanh lý tài sản,Thu nhập từ thanh lý tài sản,Thu nhập từ thanh lý tài sản,1.949,1.047,1949.0,1047.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,11.393,10.303,11393.0,10303.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(64.401),(44.650),-64401.0,-44650.0
Lỗ từ hoán đổi lãi suất,Lỗ từ hoán đổi lãi suất,Lỗ từ hoán đổi lãi suất,(37.524),(37.196),-37524.0,-37196.0
Chi công tác xã hội,Chi công tác xã hội,Chi công tác xã hội,(24.147),(6.023),-24147.0,-6023.0
Chi phí khác,Chi phí khác,Chi phí khác,(2.730),(1.431),-2730.0,-1431.0
,,,170.733,143.918,170733.0,143918.0
