row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Lãi phải thu từ cho vay bằng VND,Lãi phải thu từ cho vay bằng VND,Lãi phải thu từ cho vay bằng VND,305.513,282.208,305513.0,282208.0
Lãi phải thu từ chứng khoán đầu tư sẵn sàng để bán,Lãi phải thu từ chứng khoán đầu tư sẵn sàng để bán,Lãi phải thu từ chứng khoán đầu tư sẵn sàng để bán,271.440,338.276,271440.0,338276.0
Lãi phải thu từ chứng khoán đầu tư giữ đến ngày đáo hạn,Lãi phải thu từ chứng khoán đầu tư giữ đến ngày đáo hạn,Lãi phải thu từ chứng khoán đầu tư giữ đến ngày đáo hạn,115.759,101.515,115759.0,101515.0
"Phí, lãi phải thu từ giao dịch hoán đổi","Phí, lãi phải thu từ giao dịch hoán đổi","Phí, lãi phải thu từ giao dịch hoán đổi",61.051,37.514,61051.0,37514.0
"Phí, lãi phải thu từ giao dịch kỳ hạn","Phí, lãi phải thu từ giao dịch kỳ hạn","Phí, lãi phải thu từ giao dịch kỳ hạn",8.512,9.148,8512.0,9148.0
Lãi phải thu từ cho vay bằng ngoại tệ,Lãi phải thu từ cho vay bằng ngoại tệ,Lãi phải thu từ cho vay bằng ngoại tệ,2.034,1.811,2034.0,1811.0
Lãi phải thu từ tiền gửi bằng ngoại tệ,Lãi phải thu từ tiền gửi bằng ngoại tệ,Lãi phải thu từ tiền gửi bằng ngoại tệ,288,321,288.0,321.0
Lãi phải thu từ tiền gửi bằng VND,Lãi phải thu từ tiền gửi bằng VND,Lãi phải thu từ tiền gửi bằng VND,803,1.357,803.0,1357.0
Phí phải thu,Phí phải thu,Phí phải thu,2,-,2.0,
,,,765.402,772.150,765402.0,772150.0
