row_label_raw,row_label_full,col_0,col_1,Thuyết minh,Tại ngày > 31.12.2023 Triệu VND,Tại ngày > 31.12.2022 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2023 Triệu VND,numeric__Tại ngày > 31.12.2022 Triệu VND
1,1,1,Bảo lãnh vay vốn,37.1,42.766,55.386,,371.0,42766.0,55386.0
2,2,2,Cam kết giao dịch hối đoái,37.1,134.953.935,62.044.742,,371.0,134953935.0,62044742.0
2,2,2,Cam kết mua ngoại tệ,,1.527.131,946.516,,,1527131.0,946516.0
2,2,2,Cam kết bán ngoại tệ,,704.551,1.178.698,,,704551.0,1178698.0
2,2,2,Cam kết giao dịch hoán đổi,,132.722.253,59.919.528,,,132722253.0,59919528.0
4,4,4,Cam kết trong nghiệp vụ L/C,37.1,2.183.846,2.777.938,,371.0,2183846.0,2777938.0
5,5,5,Bảo lãnh khác,37.1,11.922.874,9.579.729,,371.0,11922874.0,9579729.0
6,6,6,Các cam kết khác,37.1,14.410.228,6.490.910,,371.0,14410228.0,6490910.0
7,7,7,Lãi cho vay và phí phải thu chưa thu được,38,1.204.623,1.168.237,,38.0,1204623.0,1168237.0
8,8,8,Nợ khó đòi đã xử lý,39,7.284.513,6.646.701,,39.0,7284513.0,6646701.0
9,9,9,Tài sân và chứng từ khác,40,757.357,721.250,,40.0,757357.0,721250.0
