row_label_raw,row_label_full,col_0,Chức vụ,Năm 2024,Năm 2023,numeric__Chức vụ,numeric__Năm 2024,numeric__Năm 2023
,,,Chức vụ,VND,VND,,,
"Thu nhập, thù lao của người quản lý chủ chốt","Thu nhập, thù lao của người quản lý chủ chốt","Thu nhập, thù lao của người quản lý chủ chốt","Thu nhập, thù lao của người quản lý chủ chốt",3.697.048.277,3.583.744.620,,3697048277.0,3583744620.0
Ông Trần Việt Anh,Ông Trần Việt Anh,Ông Trần Việt Anh,Chủ tịch HĐQT(Bổ nhiệm ngày 12/11/2024),1.654.678.830,1.804.144.620,,1654678830.0,1804144620.0
Ông Phương Xuân Thụy,Ông Phương Xuân Thụy,Ông Phương Xuân Thụy,Phó Chủ tịch HĐQT,465.600.000,465.600.000,,465600000.0,465600000.0
Ông Hoàng Lê Sơn,Ông Hoàng Lê Sơn,Ông Hoàng Lê Sơn,Thành viên HĐQT/Chủ tịch UBKT(Miễn nhiệm chức danh Chủ tịch HĐQT ngày 12/11/2024),480.000.000,480.000.000,,480000000.0,480000000.0
Ông Bùi Quang Bách,Ông Bùi Quang Bách,Ông Bùi Quang Bách,Thành viên HĐQT/Thành viên UBKT,264.000.000,264.000.000,,264000000.0,264000000.0
Ông Phạm Hồng Điệp,Ông Phạm Hồng Điệp,Ông Phạm Hồng Điệp,Thành viên HĐQT,120.000.000,80.000.000,,120000000.0,80000000.0
Ông Trần Quang Khang,Ông Trần Quang Khang,Ông Trần Quang Khang,Tổng Giám đốc(Bổ nhiệm ngày 12/11/2024)Phó Tổng Giám đốc(Bổ nhiệm ngày 04/09/2024),712.769.447,-,,712769447.0,
Ông Nguyễn Minh Tùng,Ông Nguyễn Minh Tùng,Ông Nguyễn Minh Tùng,Thành viên HĐQT(Miễn nhiệm ngày 21/04/2023),-,490.000.000,,,490000000.0
