row_label_raw,row_label_full,Hợp đồng,Hạn mức,Thời hạn vay,Mục đích vay,Lãi suất,Hình thức bảo đảm,31/12/2024,numeric__Hạn mức,numeric__Thời hạn vay,numeric__Mục đích vay,numeric__Lãi suất,numeric__Hình thức bảo đảm,numeric__31/12/2024
,,,,,,,,VND,,,,,,
a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,,,,,,
(1) Công ty TNHH Sacom - Chip Sáng,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn: > (1) Công ty TNHH Sacom - Chip Sáng,(1) Công ty TNHH Sacom - Chip Sáng,(1) Công ty TNHH Sacom - Chip Sáng,(1) Công ty TNHH Sacom - Chip Sáng,(1) Công ty TNHH Sacom - Chip Sáng,(1) Công ty TNHH Sacom - Chip Sáng,(1) Công ty TNHH Sacom - Chip Sáng,59.500.000.000,,,,,,59500000000.0
- Hợp đồng cho vay vốn số 01/2019/SCS-SAM/HĐVV ngày 09/07/2019 và phụ lực hợp đồng số 05/PL-01/2019/SCS-SAM/HĐVV ngày 01/04/2022,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn: > - Hợp đồng cho vay vốn số 01/2019/SCS-SAM/HĐVV ngày 09/07/2019 và phụ lực hợp đồng số 05/PL-01/2019/SCS-SAM/HĐVV ngày 01/04/2022,- Hợp đồng cho vay vốn số 01/2019/SCS-SAM/HĐVV ngày 09/07/2019 và phụ lực hợp đồng số 05/PL-01/2019/SCS-SAM/HĐVV ngày 01/04/2022,5.500.000.000 VND,01 năm và tự động gia hạn với thời hạn tương đương,Bổ sung vốn lưu động,8%/năm,Tín chấp,5.500.000.000,,,,,,5500000000.0
- Hợp đồng cho vay vốn số 02/2019/SCS-Sam/HĐVV ngày 18/07/2019 và phụ lực số 05/PL-02/2019/SCS-SAM/HĐVV ngày 01/04/2022,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn: > - Hợp đồng cho vay vốn số 02/2019/SCS-Sam/HĐVV ngày 18/07/2019 và phụ lực số 05/PL-02/2019/SCS-SAM/HĐVV ngày 01/04/2022,- Hợp đồng cho vay vốn số 02/2019/SCS-Sam/HĐVV ngày 18/07/2019 và phụ lực số 05/PL-02/2019/SCS-SAM/HĐVV ngày 01/04/2022,3.000.000.000 VND,01 năm và tự động gia hạn với thời hạn tương đương,Bổ sung vốn lưu động,8%/năm,Tín chấp,3.000.000.000,,,,,,3000000000.0
- Hợp đồng cho vay vốn số 02/2021/SCS-SAM/HĐVV ngày 26/03/2021 và phụ lực hợp đồng số 01/PL-02/2021/SCS-SAM/HĐVV ngày 01/04/2022,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn: > - Hợp đồng cho vay vốn số 02/2021/SCS-SAM/HĐVV ngày 26/03/2021 và phụ lực hợp đồng số 01/PL-02/2021/SCS-SAM/HĐVV ngày 01/04/2022,- Hợp đồng cho vay vốn số 02/2021/SCS-SAM/HĐVV ngày 26/03/2021 và phụ lực hợp đồng số 01/PL-02/2021/SCS-SAM/HĐVV ngày 01/04/2022,12.000.000.000 VND,03 tháng và tự động gia hạn với thời hạn tương đương,Bổ sung vốn lưu động,8%/năm,Tín chấp,12.000.000.000,,,,,,12000000000.0
- Hợp đồng cho vay vốn số 01/2022/SCS-SAM/HĐVV ngày 24/03/2022 và Phụ lực số 01/PL-01/2022/SCS-SAM/HĐVV ngày 28/06/2022,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn: > - Hợp đồng cho vay vốn số 01/2022/SCS-SAM/HĐVV ngày 24/03/2022 và Phụ lực số 01/PL-01/2022/SCS-SAM/HĐVV ngày 28/06/2022,- Hợp đồng cho vay vốn số 01/2022/SCS-SAM/HĐVV ngày 24/03/2022 và Phụ lực số 01/PL-01/2022/SCS-SAM/HĐVV ngày 28/06/2022,10.000.000.000 VND,03 tháng và tự động gia hạn với thời hạn tương đương,Bổ sung vốn lưu động,8%/năm,Tín chấp,10.000.000.000,,,,,,10000000000.0
- Hợp đồng cho vay vốn số 02/2022/SCS-SAM/HĐVV ngày 22/06/2022,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn: > - Hợp đồng cho vay vốn số 02/2022/SCS-SAM/HĐVV ngày 22/06/2022,- Hợp đồng cho vay vốn số 02/2022/SCS-SAM/HĐVV ngày 22/06/2022,12.000.000.000 VND,03 tháng và tự động gia hạn với thời hạn tương đương,Bổ sung vốn lưu động,8%/năm,Tín chấp,12.000.000.000,,,,,,12000000000.0
- Hợp đồng cho vay vốn số 01/2023/SCS-SAM/HĐVV ngày 13/02/2023 và Phụ lực số 01/2023/SCS-SAM/HĐVV ngày 13/02/2023,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn: > - Hợp đồng cho vay vốn số 01/2023/SCS-SAM/HĐVV ngày 13/02/2023 và Phụ lực số 01/2023/SCS-SAM/HĐVV ngày 13/02/2023,- Hợp đồng cho vay vốn số 01/2023/SCS-SAM/HĐVV ngày 13/02/2023 và Phụ lực số 01/2023/SCS-SAM/HĐVV ngày 13/02/2023,8.000.000.000 VND,01 tháng và tự động gia hạn với thời hạn tương đương,Bổ sung vốn lưu động,12%/năm,Tín chấp,8.000.000.000,,,,,,8000000000.0
- Hợp đồng cho vay vốn số 02/2023/SCS-SAM/HĐVV ngày 13/02/2023 và Phụ lực số 01/PL-02/2023/SCS-SAM/HĐVV ngày 13/03/2023,a) Thông tin chi tiết liên quan đến các khoản vay ngắn hạn: > - Hợp đồng cho vay vốn số 02/2023/SCS-SAM/HĐVV ngày 13/02/2023 và Phụ lực số 01/PL-02/2023/SCS-SAM/HĐVV ngày 13/03/2023,- Hợp đồng cho vay vốn số 02/2023/SCS-SAM/HĐVV ngày 13/02/2023 và Phụ lực số 01/PL-02/2023/SCS-SAM/HĐVV ngày 13/03/2023,9.000.000.000 VND,01 tháng và tự động gia hạn với thời hạn tương đương,Bổ sung vốn lưu động,12%/năm,Tín chấp,9.000.000.000,,,,,,9000000000.0
