row_label_raw,row_label_full,col_0,2016Triệu VND,2015Triệu VND,numeric__2016Triệu VND,numeric__2015Triệu VND
Lãi từ kinh doanh ngoại hối,Lãi từ kinh doanh ngoại hối,Lãi từ kinh doanh ngoại hối,Lãi từ kinh doanh ngoại hối,Lãi từ kinh doanh ngoại hối,,
Hợp đồng tiền tệ giao ngay,Lãi từ kinh doanh ngoại hối > Hợp đồng tiền tệ giao ngay,Hợp đồng tiền tệ giao ngay,318.161,169.969,318161.0,169969.0
Thu nhập kinh doanh vàng,Lãi từ kinh doanh ngoại hối > Thu nhập kinh doanh vàng,Thu nhập kinh doanh vàng,1.285,3.386,1285.0,3386.0
Các công cụ phải sinh tiền tệ,Lãi từ kinh doanh ngoại hối > Các công cụ phải sinh tiền tệ,Các công cụ phải sinh tiền tệ,186.906,117.301,186906.0,117301.0
,,,506.352,290.656,506352.0,290656.0
Lỗ từ kinh doanh ngoại hối,Lỗ từ kinh doanh ngoại hối,Lỗ từ kinh doanh ngoại hối,Lỗ từ kinh doanh ngoại hối,Lỗ từ kinh doanh ngoại hối,,
Hợp đồng tiền tệ giao ngay,Lỗ từ kinh doanh ngoại hối > Hợp đồng tiền tệ giao ngay,Hợp đồng tiền tệ giao ngay,(266.206),(124.328),-266206.0,-124328.0
Chi phí kinh doanh vàng,Lỗ từ kinh doanh ngoại hối > Chi phí kinh doanh vàng,Chi phí kinh doanh vàng,(1.248),(8.504),-1248.0,-8504.0
Các công cụ phải sinh tiền tệ,Lỗ từ kinh doanh ngoại hối > Các công cụ phải sinh tiền tệ,Các công cụ phải sinh tiền tệ,(141.103),(131.259),-141103.0,-131259.0
,,,(408.557),(264.091),-408557.0,-264091.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Lỗ từ kinh doanh ngoại hối > Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,97.795,26.565,97795.0,26565.0
