row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,128.417.505.802,121.258.379.669,128417505802.0,121258379669.0
Các khoản phải thu bên ngoài:,Các khoản phải thu bên ngoài:,Các khoản phải thu bên ngoài:,5.820.891.806.844,4.219.943.119.545,5820891806844.0,4219943119545.0
- Phải thu từ dịch vụ thanh toán,- Phải thu từ dịch vụ thanh toán,- Phải thu từ dịch vụ thanh toán,5.059.850.085.400,2.308.234.893.757,5059850085400.0,2308234893757.0
- Phải thu từ thư tín dụng trả chậm có điều khoản thanh toán ngay (i),- Phải thu từ thư tín dụng trả chậm có điều khoản thanh toán ngay (i),- Phải thu từ thư tín dụng trả chậm có điều khoản thanh toán ngay (i),407.762.446.886,1.510.569.126.468,407762446886.0,1510569126468.0
- Phải thu hợp tác đầu tư (ii),- Phải thu hợp tác đầu tư (ii),- Phải thu hợp tác đầu tư (ii),98.158.812.279,190.824.134.907,98158812279.0,190824134907.0
- Đặt cọc thuê nhà và ký quỹ hoạt động khác,- Đặt cọc thuê nhà và ký quỹ hoạt động khác,- Đặt cọc thuê nhà và ký quỹ hoạt động khác,49.412.739.886,48.185.824.936,49412739886.0,48185824936.0
- Tạm ứng án phí,- Tạm ứng án phí,- Tạm ứng án phí,44.503.648.639,29.383.362.319,44503648639.0,29383362319.0
- Thuế phải thu,- Thuế phải thu,- Thuế phải thu,308.370.362,567.277.790,308370362.0,567277790.0
- Phải thu từ dịch vụ hỗ trợ đại lý bảo hiểm,- Phải thu từ dịch vụ hỗ trợ đại lý bảo hiểm,- Phải thu từ dịch vụ hỗ trợ đại lý bảo hiểm,49.113.492,22.552.800,49113492.0,22552800.0
- Các khoản phải thu khác,- Các khoản phải thu khác,- Các khoản phải thu khác,160.846.589.900,132.155.946.568,160846589900.0,132155946568.0
,,,5.949.309.312.646,4.341.201.499.214,5949309312646.0,4341201499214.0
