row_label_raw,row_label_full,col_0,Nhà cửa và vật kiến trúc Triệu VND,Máy móc thiết bị Triệu VND,Phương tiện vận tải Triệu VND,Thiết bị văn phòng Triệu VND,Tài sản cố định hữu hình khác Triệu VND,Tổng cộng Triệu VND,numeric__Nhà cửa và vật kiến trúc Triệu VND,numeric__Máy móc thiết bị Triệu VND,numeric__Phương tiện vận tải Triệu VND,numeric__Thiết bị văn phòng Triệu VND,numeric__Tài sản cố định hữu hình khác Triệu VND,numeric__Tổng cộng Triệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,107.404,583.608,73.821,115.285,113.170,993.288,107404.0,583608.0,73821.0,115285.0,113170.0,993288.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,1.794,120.571,20.969,15.082,3.189,161.605,1794.0,120571.0,20969.0,15082.0,3189.0,161605.0
Thanh lý trong năm,Nguyên giá > Thanh lý trong năm,Thanh lý trong năm,(2.443),(13.982),(11.666),(1.954),(5.176),(35.221),-2443.0,-13982.0,-11666.0,-1954.0,-5176.0,-35221.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,106.755,690.197,83.124,128.413,111.183,1.119.672,106755.0,690197.0,83124.0,128413.0,111183.0,1119672.0
Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,,,,,,
Số dư đầu năm,Hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,56.648,332.694,41.011,61.780,93.390,585.523,56648.0,332694.0,41011.0,61780.0,93390.0,585523.0
Khấu hao trong năm,Hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,6.892,57.933,7.621,21.376,8.009,101.831,6892.0,57933.0,7621.0,21376.0,8009.0,101831.0
Thanh lý trong năm,Hao mòn lũy kế > Thanh lý trong năm,Thanh lý trong năm,(2.429),(13.934),(11.666),(1.190),(5.172),(34.391),-2429.0,-13934.0,-11666.0,-1190.0,-5172.0,-34391.0
Số dư cuối năm,Hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,61.111,376.693,36.966,81.966,96.227,652.963,61111.0,376693.0,36966.0,81966.0,96227.0,652963.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,50.756,250.914,32.810,53.505,19.780,407.765,50756.0,250914.0,32810.0,53505.0,19780.0,407765.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,45.644,313.504,46.158,46.447,14.956,466.709,45644.0,313504.0,46158.0,46447.0,14956.0,466709.0
