row_label_raw,row_label_full,col_0,31/12/2023 > % vốnsở hữu vàquyềnbiểu quyếttrực tiếp,31/12/2023 > Giá gốcVND,31/12/2023 > Giá trịhợp lýVND,31/12/2023 > Dự phònggiảm giáVND,1/1/2023 > % vốnsở hữu vàquyềnbiểu quyếttrực tiếp,1/1/2023 > Giá gốcVND,1/1/2023 > Giá trịhợp lýVND,numeric__31/12/2023 > % vốnsở hữu vàquyềnbiểu quyếttrực tiếp,numeric__31/12/2023 > Giá gốcVND,numeric__31/12/2023 > Giá trịhợp lýVND,numeric__31/12/2023 > Dự phònggiảm giáVND,numeric__1/1/2023 > % vốnsở hữu vàquyềnbiểu quyếttrực tiếp,numeric__1/1/2023 > Giá gốcVND,numeric__1/1/2023 > Giá trịhợp lýVND
"Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết",,,,,,,
▪ Miraka Holdings Limited (iv),"Đầu tư vào các công ty liên doanh, liên kết > ▪ Miraka Holdings Limited (iv)",▪ Miraka Holdings Limited (iv),"13,55%",293.189.808.669,(*),(40.945.770.602),"16,96%",293.189.808.669,(*),0.1355,293189808669.0,,-40945770602.0,0.1696,293189808669.0,
▪ Công ty Cổ phần APIS,"Đầu tư vào các công ty liên doanh, liên kết > ▪ Công ty Cổ phần APIS",▪ Công ty Cổ phần APIS,"20,00%",20.350.000.000,(*),-,"20,00%",20.350.000.000,(*),0.2,20350000000.0,,,0.2,20350000000.0,
▪ Công ty Cổ phần Chế biến Dừa Á Châu,"Đầu tư vào các công ty liên doanh, liên kết > ▪ Công ty Cổ phần Chế biến Dừa Á Châu",▪ Công ty Cổ phần Chế biến Dừa Á Châu,"24,96%",117.730.000.000,(*),-,"24,96%",117.730.000.000,(*),0.24960000000000002,117730000000.0,,,0.24960000000000002,117730000000.0,
"▪ Del Monte - Vinamilk Dairy Philippines,Inc. (v)","Đầu tư vào các công ty liên doanh, liên kết > ▪ Del Monte - Vinamilk Dairy Philippines,Inc. (v)","▪ Del Monte - Vinamilk Dairy Philippines,Inc. (v)","50,00%",71.272.565.310,(*),-,"50,00%",35.502.732.575,(*),0.5,71272565310.0,,,0.5,35502732575.0,
,,,,502.542.373.979,,(40.945.770.602),,466.772.541.244,,,502542373979.0,,-40945770602.0,,466772541244.0,
Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,,,,,,,
▪ Công ty Cổ phần Nguyên liệu Thực phẩmÁ Châu Sài Gòn,Đầu tư góp vốn vào các đơn vị khác > ▪ Công ty Cổ phần Nguyên liệu Thực phẩmÁ Châu Sài Gòn,▪ Công ty Cổ phần Nguyên liệu Thực phẩmÁ Châu Sài Gòn,"14,71%",18.000.000.000,(*),-,"14,71%",18.000.000.000,(*),0.1471,18000000000.0,,,0.1471,18000000000.0,
▪ Nhà thuốc – Phòng khám đa khoa An Khang,Đầu tư góp vốn vào các đơn vị khác > ▪ Nhà thuốc – Phòng khám đa khoa An Khang,▪ Nhà thuốc – Phòng khám đa khoa An Khang,,300.000.000,(*),-,,300.000.000,(*),,300000000.0,,,,300000000.0,
,,,,18.300.000.000,,-,,18.300.000.000,,,18300000000.0,,,,18300000000.0,
,,,,11.807.499.702.935,,(40.945.770.602),,11.566.447.569.068,,,11807499702935.0,,-40945770602.0,,11566447569068.0,
