row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,numeric__Thuyết minh,numeric__Số cuối năm Triệu đồng,numeric__Số đầu năm Triệu đồng
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,,42.188,29.832,,42188.0,29832.0
Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,,56.106.551,44.660.130,,56106551.0,44660130.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,,956.901,1.492.052,,956901.0,1492052.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,,1.114.721,1.700.159,,1114721.0,1700159.0
- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,,54.034.929,41.467.919,,54034929.0,41467919.0
Cam kết trong nghiệp vụ thư tin dụng,Cam kết trong nghiệp vụ thư tin dụng,Cam kết trong nghiệp vụ thư tin dụng,,8.915.398,5.514.066,,8915398.0,5514066.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,,9.844.655,7.568.102,,9844655.0,7568102.0
Cam kết khác,Cam kết khác,Cam kết khác,,1.257,1.906,,1257.0,1906.0
,,,36,74.910.049,57.774.036,36.0,74910049.0,57774036.0
