row_label_raw,row_label_full,col_0,Số đầu năm,Số đầu năm_1,Số phát sinh trong năm,Số phát sinh trong năm_1,Số cuối năm,Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số phát sinh trong năm,numeric__Số phát sinh trong năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1
,,,Phải thu,Phải nộp,Phải nộp,Thực nộp,Phải thu,Phải nộp,,,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,12.201.299.574,349.609.174.785,349.787.113.213,-,12.023.361.146,,12201299574.0,349609174785.0,349787113213.0,,12023361146.0
Thuế GTGT hàng NK,Thuế GTGT hàng NK,Thuế GTGT hàng NK,-,-,19.349.491.677,19.349.491.677,-,-,,,19349491677.0,19349491677.0,,
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,-,17.074.839.842,233.598.032.338,233.046.711.399,-,17.626.160.781,,17074839842.0,233598032338.0,233046711399.0,,17626160781.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,-,535.923.205,535.923.205,-,-,,,535923205.0,535923205.0,,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,95.883.615.721,185.105.855.326,250.281.179.789,-,30.708.291.258,,95883615721.0,185105855326.0,250281179789.0,,30708291258.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,68.916.592,35.882.086.371,36.107.671.473,221.427.988,64.759.478,,68916592.0,35882086371.0,36107671473.0,221427988.0,64759478.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,150.850.698,2.092.774.274,2.094.959.914,-,148.665.058,,150850698.0,2092774274.0,2094959914.0,,148665058.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",-,-,2.401.361.238,2.519.424.170,118.062.932,-,,,2401361238.0,2519424170.0,118062932.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,25.785.512,64.420.127,996.400.011,1.060.820.138,25.785.512,-,25785512.0,64420127.0,996400011.0,1060820138.0,25785512.0,
Phí và lệ phí,Phí và lệ phí,Phí và lệ phí,-,9.998.500,168.975.000,169.030.500,-,9.943.000,,9998500.0,168975000.0,169030500.0,,9943000.0
Cộng,Cộng,Cộng,25.785.512,125.453.941.054,829.740.074.225,894.952.325.478,365.276.432,60.581.180.721,25785512.0,125453941054.0,829740074225.0,894952325478.0,365276432.0,60581180721.0
