row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2015_1,Địa chỉ,Số lượng,% lợi ích kinh tế,% quyền biểu quyết,Giá gốc VND,Dự phòng VND,Giá trị hợp lý VND,numeric__Ngày 31 tháng 12 năm 2015_1,numeric__Địa chỉ,numeric__Số lượng,numeric__% lợi ích kinh tế,numeric__% quyền biểu quyết,numeric__Giá gốc VND,numeric__Dự phòng VND,numeric__Giá trị hợp lý VND
Công ty khác,Công ty khác,Công ty khác,Công ty khác,Công ty khác,Công ty khác,Công ty khác,Công ty khác,Công ty khác,Công ty khác,Công ty khác,,,,,,,,
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty khác > Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,"62 Trần Huy Liệu, Quận Phú Nhuận, Thành phố Hồ Chí Minh",4.500.000,"2,25%","2,25%",153.000.000.000,,-,(*),,4500000.0,0.0225,0.0225,153000000000.0,,,
Công ty TNHH SX-XD-DV Hoa Đồng (i),Công ty khác > Công ty TNHH SX-XD-DV Hoa Đồng (i),Công ty TNHH SX-XD-DV Hoa Đồng (i),"Đất Mới, Phường Bình Trị Đông A, Quận Bình Tân, Thành phố Hồ Chí Minh",-,(i),(i),200.000.000.000,,-,(*),,,,,200000000000.0,,,
Công ty Cổ phần Đầu tư Tín Việt (ii),Công ty khác > Công ty Cổ phần Đầu tư Tín Việt (ii),Công ty Cổ phần Đầu tư Tín Việt (ii),"262 Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Thành phố Hồ Chí Minh",6.409.500,"16,14%","16,14%",63.381.677.794,,-,(*),,6409500.0,0.16140000000000002,0.16140000000000002,63381677794.0,,,
Công ty Đầu tư và Địa ốc Sài Gòn Chợ Lớn,Công ty khác > Công ty Đầu tư và Địa ốc Sài Gòn Chợ Lớn,Công ty Đầu tư và Địa ốc Sài Gòn Chợ Lớn,"22 Nguyễn Biểu, Phường 2, Quận 5, Thành phố Hồ Chí Minh",29.179,"12,69%","12,69%",3.367.140.000,,-,(*),,29179.0,0.12689999999999999,0.12689999999999999,3367140000.0,,,
Công ty Cổ phần Tàu Cuốc,Công ty khác > Công ty Cổ phần Tàu Cuốc,Công ty Cổ phần Tàu Cuốc,"16/9 Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh",76.400,"3,06%","3,06%",2.292.000.000,,-,(*),,76400.0,0.030600000000000002,0.030600000000000002,2292000000.0,,,
Công ty Cổ phần Đầu tư và Xây dựng Công nghệ mới Đại Nam,Công ty khác > Công ty Cổ phần Đầu tư và Xây dựng Công nghệ mới Đại Nam,Công ty Cổ phần Đầu tư và Xây dựng Công nghệ mới Đại Nam,"KCN Sống Thần 3, Xã Tân Vĩnh Hiệp, Huyện Tân Uyên, Tĩnh Bình Dương",100.000,"3,33%","3,33%",1.000.000.000,,-,(*),,100000.0,0.0333,0.0333,1000000000.0,,,
Công ty Cổ phần Bao bì Bia Sài Gòn,Công ty khác > Công ty Cổ phần Bao bì Bia Sài Gòn,Công ty Cổ phần Bao bì Bia Sài Gòn,"Khu Công Nghiệp Tân Bình, Quận Tân Phú Thành phố Hồ Chí Minh",192.000,"8,00%","8,00%",4.379.520.000,,-,(*),,192000.0,0.08,0.08,4379520000.0,,,
,,,,,,,427.420.337.794,,-,,,,,,427420337794.0,,,
,,,,,,,611.466.439.253,,-,,,,,,611466439253.0,,,
