row_label_raw,row_label_full,col_0,31/12/2020Triệu VND,31/12/2019Triệu VND,numeric__31/12/2020Triệu VND,numeric__31/12/2019Triệu VND
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,
• Trái phiếu Chính phủ,Chứng khoán nợ > • Trái phiếu Chính phủ,• Trái phiếu Chính phủ,4.993.616,1.716.797,4993616.0,1716797.0
• Trái phiếu do các TCTD khác trong nước phát hành,Chứng khoán nợ > • Trái phiếu do các TCTD khác trong nước phát hành,• Trái phiếu do các TCTD khác trong nước phát hành,1.499.943,1.795.904,1499943.0,1795904.0
• Trái phiếu do các TCKT trong nước phát hành,Chứng khoán nợ > • Trái phiếu do các TCKT trong nước phát hành,• Trái phiếu do các TCKT trong nước phát hành,638.400,818.400,638400.0,818400.0
,,,7.131.959,4.331.101,7131959.0,4331101.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,,
• Dự phòng rủi ro tín dụng chung (i),Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán > • Dự phòng rủi ro tín dụng chung (i),• Dự phòng rủi ro tín dụng chung (i),(4.788),(6.138),-4788.0,-6138.0
,,,7.127.171,4.324.963,7127171.0,4324963.0
Chứng khoán đầu tư giữ đến ngày đáo hạn(không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn(không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn(không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn(không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn(không bao gồm trái phiếu đặc biệt do VAMC phát hành),,
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,
• Trái phiếu Chính phủ,Chứng khoán nợ > • Trái phiếu Chính phủ,• Trái phiếu Chính phủ,9.749.713,2.529.771,9749713.0,2529771.0
• Trái phiếu do các TCTD khác trong nước phát hành,Chứng khoán nợ > • Trái phiếu do các TCTD khác trong nước phát hành,• Trái phiếu do các TCTD khác trong nước phát hành,1.271.216,569.459,1271216.0,569459.0
• Trái phiếu do các TCKT trong nước phát hành,Chứng khoán nợ > • Trái phiếu do các TCKT trong nước phát hành,• Trái phiếu do các TCKT trong nước phát hành,180.000,-,180000.0,
,,,11.200.929,3.099.230,11200929.0,3099230.0
Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn,Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn,Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn,Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn,Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn,,
• Dự phòng rủi ro tín dụng chung (i),Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn > • Dự phòng rủi ro tín dụng chung (i),• Dự phòng rủi ro tín dụng chung (i),(1.350),-,-1350.0,
,,,11.199.579,3.099.230,11199579.0,3099230.0
Trái phiếu đặc biệt do VAMC phát hành (ii),Trái phiếu đặc biệt do VAMC phát hành (ii),Trái phiếu đặc biệt do VAMC phát hành (ii),Trái phiếu đặc biệt do VAMC phát hành (ii),Trái phiếu đặc biệt do VAMC phát hành (ii),,
• Mensh giá trái phiếu đặc biệt,Trái phiếu đặc biệt do VAMC phát hành (ii) > • Mensh giá trái phiếu đặc biệt,• Mensh giá trái phiếu đặc biệt,1.950.033,-,1950033.0,
,,,1.950.033,-,1950033.0,
,,,20.276.783,7.424.193,20276783.0,7424193.0
