row_label_raw,row_label_full,col_0,col_1,col_2,col_3,col_4,Mẫu số B 09 – DN,numeric__col_1,numeric__col_2,numeric__col_3,numeric__col_4,numeric__Mẫu số B 09 – DN
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
,,,,Tại ngày 1.1.2021 VND,Giảm VND,Nợ dài hạn đến hạn trả VND,Tại ngày 31.12.2021 VND,,,,,
