row_label_raw,row_label_full,Stt,Tên công ty,Báo cáo tài chính tham gia hợp nhất,Đơn vị kiểm toán,Ý kiến Kiểm toán viên trên Báo cáo kiểm toán,numeric__Tên công ty,numeric__Báo cáo tài chính tham gia hợp nhất,numeric__Đơn vị kiểm toán,numeric__Ý kiến Kiểm toán viên trên Báo cáo kiểm toán
59,59,59,Công ty Cổ phần Cao su Hà Giang,Báo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
60,60,60,Công ty Cổ phần Cao su Trường Phát,Báo cáo tài chính,AASC,Chấp nhận toàn phần,,,,
61,61,61,Công ty Cổ phần Cao Su Đồng Phú Kratie,Báo cáo tài chính hợp nhất,AASC,Chấp nhận toàn phần,,,,
62,62,62,Công ty Cổ phần Cao Su Đồng Nai - Kratie,Báo cáo tài chính hợp nhất,AASC,Ngoại trừ,,,,
63,63,63,Công ty Cổ phần Thủy điện VRG Ngọc Linh,Báo cáo tài chính,Không kiểm toán,,,,,
64,64,64,Công ty Cổ phần Cao su Kỹ thuật Đồng Phú,Báo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
65,65,65,Công ty Cổ phần Cao su Bảo Lâm,Báo cáo tài chính,AASC,Ngoại trừ,,,,
66,66,66,Công ty Cổ phần Công nghiệp An Điền,Báo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
67,67,67,Công ty Cổ phần Kinh doanh bất động sản Cao Su Dầu Tiếng,Báo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
68,68,68,Công ty Cổ phần Thế thao Cao su Phú Riếng Bình Phước,Báo cáo tài chính,AASCs,Ngoại trừ,,,,
69,69,69,Công ty Cổ phần Gỗ MDF VRG Kiên Giang,Báo cáo tài chính,AASC,Ngoại trừ,,,,
70,70,70,Công ty Cổ phần Đầu tư Xây dựng Cao su Phú Thịnh,Báo cáo tài chính,CPA Việt Nam,Chấp nhận toàn phần,,,,
71,71,71,Công ty Cổ phần Cao su Đồng Phú - Đắk Nông,Báo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
72,72,72,Công ty Cổ phần Chế biến - Xuất nhập khẩu Gỗ Tây Ninh,Báo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
73,73,73,Công ty Cổ phần Cơ khí Vận tải Cao su Dầu Tiếng,Báo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
74,74,74,Công ty Cổ phần Phân bón Thương mại Phú Thịnh,Báo cáo tài chính,Không kiểm toán,,,,,
75,75,75,Công ty Cổ phần Cao su Lai Châu II,Báo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
76,76,76,Công ty Cổ phần Cao su Bà Rịa - Kampong Thom,Báo cáo tài chính hợp nhất,AVA,Chấp nhận toàn phần,,,,
77,77,77,Công ty Cổ phần Cao su Chư sẽ - Kampong Thom,Báo cáo tài chính hợp nhất,AVA,Chấp nhận toàn phần,,,,
78,78,78,Công ty Cổ phần Cao su Mang Yang Ratanakiri,Báo cáo tài chính hợp nhất,AVA,Chấp nhận toàn phần,,,,
79,79,79,Công ty Cổ phần Phân vi sinh Quảng Trị,Báo cáo tài chính,AVINA-IAFC,Chấp nhận toàn phần,,,,
80,80,80,Công ty TNHH Phát triển Cao su Phước Hòa Kampong Thom,Báo cáo tài chính,AASC,Chấp nhận toàn phần,,,,
81,81,81,Công ty Cổ phần Khu công nghiệp Bắc Đồng Phú,Báo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
82,82,82,Công ty Cổ phần Khu công nghiệp Cao su Bình Long,Báo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
83,83,83,Công ty Cổ phần Cao su Yên Bái,Báo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
84,84,84,Công ty Cổ phần Cao su Dầu Tiếng Lào Cai,Báo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
