row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2020Triệu VND,31/12/2019Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2020Triệu VND,numeric__31/12/2019Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,"Tiền mặt, vàng",4,985.235,945.670,,4.0,985235.0,945670.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,5,4.428.378,3.055.469,,5.0,4428378.0,3055469.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,6,11.893.543,11.795.654,,6.0,11893543.0,11795654.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,11.654.314,11.586.996,,,11654314.0,11586996.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,239.229,208.658,,,239229.0,208658.0
IV,A > IV,IV,Chứng khoán kinh doanh,7,127.921,127.921,,7.0,127921.0,127921.0
1,A > 1,1,Chứng khoán kinh doanh,,144.141,144.141,,,144141.0,144141.0
2,A > 2,2,Dự phòng rủi ro chứng khoán kinh doanh,,(16.220),(16.220),,,-16220.0,-16220.0
VI,A > VI,VI,Cho vay khách hàng,,88.320.271,66.751.987,,,88320271.0,66751987.0
1,A > 1,1,Cho vay khách hàng,8,89.171.618,67.545.653,,8.0,89171618.0,67545653.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,9,(851.347),(793.666),,9.0,-851347.0,-793666.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,10,20.286.783,7.424.193,,10.0,20286783.0,7424193.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,7.141.959,4.331.101,,,7141959.0,4331101.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,13.150.962,3.099.230,,,13150962.0,3099230.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(6.138),(6.138),,,-6138.0,-6138.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",11,114.348,110.220,,11.0,114348.0,110220.0
4,A > 4,4,Đầu tư dài hạn khác,,115.280,115.280,,,115280.0,115280.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(932),(5.060),,,-932.0,-5060.0
X,A > X,X,Tài sản cố định,,1.001.748,882.577,,,1001748.0,882577.0
1,A > 1,1,Tài sản cố định hữu hình,12,516.217,449.364,,12.0,516217.0,449364.0
a,A > a,a,Nguyên giá,,947.469,810.012,,,947469.0,810012.0
b,A > b,b,Giá trị hao mòn lũy kế,,(431.252),(360.648),,,-431252.0,-360648.0
2,A > 2,2,Tài sản cố định thuê tài chính,13,53.656,33.141,,13.0,53656.0,33141.0
a,A > a,a,Nguyên giá,,82.504,72.225,,,82504.0,72225.0
b,A > b,b,Giá trị hao mòn lũy kế,,(28.848),(39.084),,,-28848.0,-39084.0
3,A > 3,3,Tài sản cố định vô hình,14,431.875,400.072,,14.0,431875.0,400072.0
a,A > a,a,Nguyên giá,,556.094,509.541,,,556094.0,509541.0
b,A > b,b,Giá trị hao mòn lũy kế,,(124.219),(109.469),,,-124219.0,-109469.0
XI,A > XI,XI,Bất động sản đầu tư,15,33.936,57.513,,15.0,33936.0,57513.0
a,A > a,a,Nguyên giá,,33.936,57.513,,,33936.0,57513.0
XII,A > XII,XII,Tài sản Có khác,16,7.123.032,3.536.231,,16.0,7123032.0,3536231.0
1,A > 1,1,Các khoản phải thu,,4.196.219,1.885.796,,,4196219.0,1885796.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,2.631.737,1.315.261,,,2631737.0,1315261.0
4,A > 4,4,Tài sản Có khác,,342.197,382.631,,,342197.0,382631.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,,(47.121),(47.457),,,-47121.0,-47457.0
,,,TỔNG TÀI SẢN,,134.315.195,94.687.435,,,134315195.0,94687435.0
