row_label_raw,row_label_full,col_0,31/12/2020Triệu VND,31/12/2019Triệu VND,numeric__31/12/2020Triệu VND,numeric__31/12/2019Triệu VND
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,,
"Đặt cọc, ký quỹ, thế chấp, cảm cố (i)","Các khoản phải thu > Đặt cọc, ký quỹ, thế chấp, cảm cố (i)","Đặt cọc, ký quỹ, thế chấp, cảm cố (i)",113.799,130.924,113799.0,130924.0
Phải thu trong nghiệp vụ chuyển tiền nhanh,Các khoản phải thu > Phải thu trong nghiệp vụ chuyển tiền nhanh,Phải thu trong nghiệp vụ chuyển tiền nhanh,340.841,82.546,340841.0,82546.0
Phải thu từ giao dịch chuyển nhượng quyền sử dụng đất dùng làm trụ sở giao dịch (ii),Các khoản phải thu > Phải thu từ giao dịch chuyển nhượng quyền sử dụng đất dùng làm trụ sở giao dịch (ii),Phải thu từ giao dịch chuyển nhượng quyền sử dụng đất dùng làm trụ sở giao dịch (ii),121.200,-,121200.0,
Chi phí xây dựng cơ bản dở dang (iii),Các khoản phải thu > Chi phí xây dựng cơ bản dở dang (iii),Chi phí xây dựng cơ bản dở dang (iii),31.111,30.891,31111.0,30891.0
Tạm ứng nghiệp vụ,Các khoản phải thu > Tạm ứng nghiệp vụ,Tạm ứng nghiệp vụ,36.491,28.248,36491.0,28248.0
Các khoản phải thu khác,Các khoản phải thu > Các khoản phải thu khác,Các khoản phải thu khác,666,187,666.0,187.0
Phải thu từ nghiệp vụ mua bán nợ (iv),Các khoản phải thu > Phải thu từ nghiệp vụ mua bán nợ (iv),Phải thu từ nghiệp vụ mua bán nợ (iv),3.552.111,1.613.000,3552111.0,1613000.0
,,,4.196.219,1.885.796,4196219.0,1885796.0
"Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",,
Lãi phải thu từ cho vay,"Các khoản lãi, phí phải thu > Lãi phải thu từ cho vay",Lãi phải thu từ cho vay,2.241.446,1.031.854,2241446.0,1031854.0
Lãi phải thu từ chứng khoán đầu tư,"Các khoản lãi, phí phải thu > Lãi phải thu từ chứng khoán đầu tư",Lãi phải thu từ chứng khoán đầu tư,382.020,266.605,382020.0,266605.0
Lãi phải thu từ tiền gửi,"Các khoản lãi, phí phải thu > Lãi phải thu từ tiền gửi",Lãi phải thu từ tiền gửi,2.863,14.289,2863.0,14289.0
Lãi phải thu từ công cụ tài chính phải sinh,"Các khoản lãi, phí phải thu > Lãi phải thu từ công cụ tài chính phải sinh",Lãi phải thu từ công cụ tài chính phải sinh,5.408,2.513,5408.0,2513.0
,,,2.631.737,1.315.261,2631737.0,1315261.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,,
Chi phí chờ phân bổ (v),Tài sản Có khác > Chi phí chờ phân bổ (v),Chi phí chờ phân bổ (v),263.003,274.202,263003.0,274202.0
Tài sản thay thế cho việc thực hiện nghĩa vụ của bên bảo đảm đã chuyển quyền sở hữu cho TCTD chờ xử lý (vi),Tài sản Có khác > Tài sản thay thế cho việc thực hiện nghĩa vụ của bên bảo đảm đã chuyển quyền sở hữu cho TCTD chờ xử lý (vi),Tài sản thay thế cho việc thực hiện nghĩa vụ của bên bảo đảm đã chuyển quyền sở hữu cho TCTD chờ xử lý (vi),70.356,93.481,70356.0,93481.0
"Vật liệu, công cụ lao động","Tài sản Có khác > Vật liệu, công cụ lao động","Vật liệu, công cụ lao động",8.838,14.948,8838.0,14948.0
,,,342.197,382.631,342197.0,382631.0
Dự phòng rủi ro cho các tài sản Có nội bằng khác (vii),Tài sản Có khác > Dự phòng rủi ro cho các tài sản Có nội bằng khác (vii),Dự phòng rủi ro cho các tài sản Có nội bằng khác (vii),(47.121),(47.457),-47121.0,-47457.0
,,,7.123.032,3.536.231,7123032.0,3536231.0
