row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,402.724,280.534,402724.0,280534.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,174.788,94.605,174788.0,94605.0
Thu từ dịch vụ môi giới bảo hiểm,Thu từ dịch vụ môi giới bảo hiểm,Thu từ dịch vụ môi giới bảo hiểm,70.793,51.438,70793.0,51438.0
Thu từ dịch vụ cho thuê tài sản,Thu từ dịch vụ cho thuê tài sản,Thu từ dịch vụ cho thuê tài sản,33.797,39.364,33797.0,39364.0
Thu từ dịch vụ bảo quản tài sản,Thu từ dịch vụ bảo quản tài sản,Thu từ dịch vụ bảo quản tài sản,31.857,30.511,31857.0,30511.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,26.610,27.375,26610.0,27375.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,3.569,3.030,3569.0,3030.0
Thu khác,Thu khác,Thu khác,61.310,34.211,61310.0,34211.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(127.905),(72.926),-127905.0,-72926.0
Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,(117.730),(64.700),-117730.0,-64700.0
Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,(4.010),(2.448),-4010.0,-2448.0
Chi dịch vụ tư vấn,Chi dịch vụ tư vấn,Chi dịch vụ tư vấn,(3.674),(4.168),-3674.0,-4168.0
Chi khác,Chi khác,Chi khác,(2.491),(1.610),-2491.0,-1610.0
,,,274.819,207.608,274819.0,207608.0
