row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,8.707.884.215.346,9.356.491.080.896,,,8707884215346.0,9356491080896.0
210,210,210,I. Phải thu dài hạn,,11.739.437.393,11.049.895.574,,,11739437393.0,11049895574.0
216,216,216,1. Phải thu dài hạn khác,7,11.739.437.393,11.049.895.574,,7.0,11739437393.0,11049895574.0
220,220,220,II. Tài sản cố định,,7.478.793.925.620,8.149.184.589.533,,,7478793925620.0,8149184589533.0
221,221,221,1. Tài sản cố định hữu hình,10,7.375.898.926.627,8.041.693.352.081,,10.0,7375898926627.0,8041693352081.0
222,222,222,Nguyên giá,,13.534.697.775.872,13.477.157.399.930,,,13534697775872.0,13477157399930.0
223,223,223,Giá trị hao mòn lũy kế,,(6.158.798.849.245),(5.435.464.047.849),,,-6158798849245.0,-5435464047849.0
227,227,227,2. Tài sản cố định vô hình,11,102.894.998.993,107.491.237.452,,11.0,102894998993.0,107491237452.0
228,228,228,Nguyên giá,,131.055.206.083,130.631.646.083,,,131055206083.0,130631646083.0
229,229,229,Giá trị hao mòn lũy kế,,(28.160.207.090),(23.140.408.631),,,-28160207090.0,-23140408631.0
240,240,240,III. Tài sản dở dang dài hạn,,989.568.592.749,957.036.498.919,,,989568592749.0,957036498919.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,12,989.568.592.749,957.036.498.919,,12.0,989568592749.0,957036498919.0
250,250,250,IV. Đầu tư tài chính dài hạn,5.3,26.644.100.000,39.749.100.000,,53.0,26644100000.0,39749100000.0
252,252,252,1. Đầu tư vào công ty liên kết,,-,10.200.000.000,,,,10200000000.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,56.000.000.000,56.000.000.000,,,56000000000.0,56000000000.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,,(29.355.900.000),(26.450.900.000),,,-29355900000.0,-26450900000.0
260,260,260,V. Tài sản dài hạn khác,,201.138.159.584,199.470.996.870,,,201138159584.0,199470996870.0
261,261,261,1. Chi phí trả trước dài hạn,9,88.980.304.016,93.013.807.671,,9.0,88980304016.0,93013807671.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,28.3,5.112.768.042,2.430.401.050,,283.0,5112768042.0,2430401050.0
263,263,263,"3. Thiết bị vật tư, phụ tùng thay thế dài hạn",,106.777.250.048,103.725.470.987,,,106777250048.0,103725470987.0
269,269,269,4. Lợi thế thương mại,,267.837.478,301.317.162,,,267837478.0,301317162.0
270,270,270,TỔNG CỘNG TÀI SẢN,,10.631.048.915.783,11.079.575.597.727,,,10631048915783.0,11079575597727.0
