row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
A,A,A,B,C,1,2,,,1.0,2.0
I. DOANH THU HOẠT ĐỘNG,I. DOANH THU HOẠT ĐỘNG,I. DOANH THU HOẠT ĐỘNG,I. DOANH THU HOẠT ĐỘNG,I. DOANH THU HOẠT ĐỘNG,I. DOANH THU HOẠT ĐỘNG,I. DOANH THU HOẠT ĐỘNG,,,,
1.1. Lãi từ các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),I. DOANH THU HOẠT ĐỘNG > 1.1. Lãi từ các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),1.1. Lãi từ các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),01,,155.200.027.146,(123.923.077.509),1.0,,155200027146.0,-123923077509.0
a. Lãi bán các tài sản tài chính FVTPL,I. DOANH THU HOẠT ĐỘNG > a. Lãi bán các tài sản tài chính FVTPL,a. Lãi bán các tài sản tài chính FVTPL,01.1,B7.32.1,2.195.179.792,12.174.421.154,11.0,,2195179792.0,12174421154.0
b. Chênh lệch tăng đánh giá lại các TSTC thông qua lãi/lỗ *,I. DOANH THU HOẠT ĐỘNG > b. Chênh lệch tăng đánh giá lại các TSTC thông qua lãi/lỗ *,b. Chênh lệch tăng đánh giá lại các TSTC thông qua lãi/lỗ *,01.2,B7.32.2,31.907.355.060,(196.620.133.215),12.0,,31907355060.0,-196620133215.0
"c. Cổ tức, tiền lãi phát sinh từ tài sản tài chính FVTPL","I. DOANH THU HOẠT ĐỘNG > c. Cổ tức, tiền lãi phát sinh từ tài sản tài chính FVTPL","c. Cổ tức, tiền lãi phát sinh từ tài sản tài chính FVTPL",01.3,B7.32.3.1,121.097.492.294,60.522.634.552,13.0,,121097492294.0,60522634552.0
d. Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,I. DOANH THU HOẠT ĐỘNG > d. Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,d. Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,01.4,,,,14.0,,,
1.2. Lãi từ các khoản đầu tư nắm giữ đến ngày đáo hạn (HTM),I. DOANH THU HOẠT ĐỘNG > 1.2. Lãi từ các khoản đầu tư nắm giữ đến ngày đáo hạn (HTM),1.2. Lãi từ các khoản đầu tư nắm giữ đến ngày đáo hạn (HTM),02,,,,2.0,,,
1.3. Lãi từ các khoản cho vay và phải thu,I. DOANH THU HOẠT ĐỘNG > 1.3. Lãi từ các khoản cho vay và phải thu,1.3. Lãi từ các khoản cho vay và phải thu,03,B7.32.3.3,443.223.851.448,519.899.022.663,3.0,,443223851448.0,519899022663.0
1.4. Lãi từ các tài sản tài chính sẵn sàng để bán (AFS),I. DOANH THU HOẠT ĐỘNG > 1.4. Lãi từ các tài sản tài chính sẵn sàng để bán (AFS),1.4. Lãi từ các tài sản tài chính sẵn sàng để bán (AFS),04,,,,4.0,,,
