row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,30.007.436,27.589.161,30007436.0,27589161.0
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,29.760.378,27.221.580,29760378.0,27221580.0
Trái phiếu Chính phủ (i),Trái phiếu Chính phủ (i),Trái phiếu Chính phủ (i),29.709.768,27.045.792,29709768.0,27045792.0
Trái phiếu do các TCTD khác trong nước phát hành (ii),Trái phiếu do các TCTD khác trong nước phát hành (ii),Trái phiếu do các TCTD khác trong nước phát hành (ii),50.610,175.788,50610.0,175788.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,247.058,367.581,247058.0,367581.0
Do các TCTD trong nước phát hành (iii),Do các TCTD trong nước phát hành (iii),Do các TCTD trong nước phát hành (iii),163.690,264.832,163690.0,264832.0
Do các tổ chức kinh tế khác trong nước phát hành,Do các tổ chức kinh tế khác trong nước phát hành,Do các tổ chức kinh tế khác trong nước phát hành,82.807,102.195,82807.0,102195.0
Do các tổ chức kinh tế nước ngoài phát hành,Do các tổ chức kinh tế nước ngoài phát hành,Do các tổ chức kinh tế nước ngoài phát hành,561,554,561.0,554.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,45.266.699,39.292.300,45266699.0,39292300.0
Trái phiếu do các tổ chức kinh tế trong nướcphát hành (iv),Trái phiếu do các tổ chức kinh tế trong nướcphát hành (iv),Trái phiếu do các tổ chức kinh tế trong nướcphát hành (iv),2.000.000,1.000.000,2000000.0,1000000.0
Trái phiếu đặc biệt do VAMC phát hành (v),Trái phiếu đặc biệt do VAMC phát hành (v),Trái phiếu đặc biệt do VAMC phát hành (v),43.266.699,37.300.913,43266699.0,37300913.0
Trái phiếu Chính phủ,Trái phiếu Chính phủ,Trái phiếu Chính phủ,-,991.387,,991387.0
Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,(2.085.555),(1.848.320),-2085555.0,-1848320.0
Chứng khoán sẵn sàng để bán,Chứng khoán sẵn sàng để bán,Chứng khoán sẵn sàng để bán,(121.235),(191.139),-121235.0,-191139.0
Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,(1.949.320),(1.649.681),-1949320.0,-1649681.0
Chứng khoán giữ đến ngày đáo hạn,Chứng khoán giữ đến ngày đáo hạn,Chứng khoán giữ đến ngày đáo hạn,(15.000),(7.500),-15000.0,-7500.0
,,,73.188.580,65.033.141,73188580.0,65033141.0
