row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
A,A,A,B,C,1,2,,,1.0,2.0
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,,,,
1. Lợi nhuận trước Thuế Thu nhập doanh nghiệp,I. Lưu chuyển tiền từ hoạt động kinh doanh > 1. Lợi nhuận trước Thuế Thu nhập doanh nghiệp,1. Lợi nhuận trước Thuế Thu nhập doanh nghiệp,01,,981.382.244.269,220.604.015.354,1.0,,981382244269.0,220604015354.0
2. Điều chỉnh cho các khoản:,I. Lưu chuyển tiền từ hoạt động kinh doanh > 2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,02,,(576.747.503),10.305.863.131,2.0,,-576747503.0,10305863131.0
- Khấu hao TSCĐ,I. Lưu chuyển tiền từ hoạt động kinh doanh > - Khấu hao TSCĐ,- Khấu hao TSCĐ,03,,14.429.772.625,12.071.223.567,3.0,,14429772625.0,12071223567.0
- Các khoản dự phòng,I. Lưu chuyển tiền từ hoạt động kinh doanh > - Các khoản dự phòng,- Các khoản dự phòng,04,,46.420.000,27.884.575,4.0,,46420000.0,27884575.0
- Chi phí lãi vay,I. Lưu chuyển tiền từ hoạt động kinh doanh > - Chi phí lãi vay,- Chi phí lãi vay,06,,,,6.0,,,
"- Lãi, lỗ từ hoạt động đầu tư","I. Lưu chuyển tiền từ hoạt động kinh doanh > - Lãi, lỗ từ hoạt động đầu tư","- Lãi, lỗ từ hoạt động đầu tư",07,,,(181.818),7.0,,,-181818.0
- Dự thu tiền lãi,I. Lưu chuyển tiền từ hoạt động kinh doanh > - Dự thu tiền lãi,- Dự thu tiền lãi,08,,(15.052.940.128),(1.793.063.193),8.0,,-15052940128.0,-1793063193.0
- Các khoản điều chỉnh khác,I. Lưu chuyển tiền từ hoạt động kinh doanh > - Các khoản điều chỉnh khác,- Các khoản điều chỉnh khác,09,,,,9.0,,,
3. Tăng các chi phí phi tiền tệ,I. Lưu chuyển tiền từ hoạt động kinh doanh > 3. Tăng các chi phí phi tiền tệ,3. Tăng các chi phí phi tiền tệ,10,,(36.115.822),(52.180.967),10.0,,-36115822.0,-52180967.0
- Lỗ đánh giá lại giá trị các tài sản tài chính ghi nhận thông qua lãi/lỗ FVTPL,I. Lưu chuyển tiền từ hoạt động kinh doanh > - Lỗ đánh giá lại giá trị các tài sản tài chính ghi nhận thông qua lãi/lỗ FVTPL,- Lỗ đánh giá lại giá trị các tài sản tài chính ghi nhận thông qua lãi/lỗ FVTPL,11,,(36.115.822),(52.180.967),11.0,,-36115822.0,-52180967.0
4. Giảm các doanh thu phi tiền tệ,I. Lưu chuyển tiền từ hoạt động kinh doanh > 4. Giảm các doanh thu phi tiền tệ,4. Giảm các doanh thu phi tiền tệ,18,,(255.640.115.794),29.699.638.605,18.0,,-255640115794.0,29699638605.0
- Lãi đánh giá lại giá trị các tài sản tài chính ghi nhận thông qua lãi lỗ FVTPL,I. Lưu chuyển tiền từ hoạt động kinh doanh > - Lãi đánh giá lại giá trị các tài sản tài chính ghi nhận thông qua lãi lỗ FVTPL,- Lãi đánh giá lại giá trị các tài sản tài chính ghi nhận thông qua lãi lỗ FVTPL,19,,(255.640.115.794),29.699.638.605,19.0,,-255640115794.0,29699638605.0
5. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,I. Lưu chuyển tiền từ hoạt động kinh doanh > 5. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,5. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,30,,624.342.974.622,(273.523.453.837),30.0,,624342974622.0,-273523453837.0
