row_label_raw,row_label_full,Chỉ tiêu,Mã Số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã Số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A,A,A,B,C,1,2,,,1.0,2.0
7. Tiền gửi của khách hàng,7. Tiền gửi của khách hàng,7. Tiền gửi của khách hàng,026,,4.571.707.656.061,3.069.056.828.963,26.0,,4571707656061.0,3069056828963.0
7.1. Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,7.1. Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,7.1. Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,027,A.7.21,4.569.163.013.911,3.057.660.225.224,27.0,,4569163013911.0,3057660225224.0
7.2. Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,7.2. Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,7.2. Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,028,,,,28.0,,,
7.3. Tiền gửi bù trừ và thanh toán giao dịch chứng khoán,7.3. Tiền gửi bù trừ và thanh toán giao dịch chứng khoán,7.3. Tiền gửi bù trừ và thanh toán giao dịch chứng khoán,029,,,,29.0,,,
a. Tiền gửi bù trừ và thanh toán giao dịch chứng khoán của Nhà đầu tư trong nước,a. Tiền gửi bù trừ và thanh toán giao dịch chứng khoán của Nhà đầu tư trong nước,a. Tiền gửi bù trừ và thanh toán giao dịch chứng khoán của Nhà đầu tư trong nước,029.1,,,,291.0,,,
b. Tiền gửi Tiền gửi bù trừ và thanh toán giao dịch chứng khoán của Nhà đầu tư nước ngoài,b. Tiền gửi Tiền gửi bù trừ và thanh toán giao dịch chứng khoán của Nhà đầu tư nước ngoài,b. Tiền gửi Tiền gửi bù trừ và thanh toán giao dịch chứng khoán của Nhà đầu tư nước ngoài,029.2,,,,292.0,,,
7.4. Tiền gửi của Tổ chức phát hành chứng khoán,7.4. Tiền gửi của Tổ chức phát hành chứng khoán,7.4. Tiền gửi của Tổ chức phát hành chứng khoán,030,A.7.22,2.544.642.150,11.396.603.739,30.0,,2544642150.0,11396603739.0
8. Phải trả Nhà đầu tư về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,8. Phải trả Nhà đầu tư về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,8. Phải trả Nhà đầu tư về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,031,A.7.29,4.569.163.013.911,3.057.660.225.224,31.0,,4569163013911.0,3057660225224.0
8.1. Phải trả Nhà đầu tư trong nước về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,8.1. Phải trả Nhà đầu tư trong nước về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,8.1. Phải trả Nhà đầu tư trong nước về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,031.1,,4.477.436.173.800,3.033.703.064.475,311.0,,4477436173800.0,3033703064475.0
8.2. Phải trả Nhà đầu tư nước ngoài về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,8.2. Phải trả Nhà đầu tư nước ngoài về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,8.2. Phải trả Nhà đầu tư nước ngoài về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,031.2,,91.726.840.111,23.957.160.749,312.0,,91726840111.0,23957160749.0
9. Phải trả Tổ chức phát hành chứng khoán,9. Phải trả Tổ chức phát hành chứng khoán,9. Phải trả Tổ chức phát hành chứng khoán,032,,,,32.0,,,
10. Phải thu của khách hàng về lỗi giao dịch các tài sản tài chính,10. Phải thu của khách hàng về lỗi giao dịch các tài sản tài chính,10. Phải thu của khách hàng về lỗi giao dịch các tài sản tài chính,033,,,,33.0,,,
11. Phải trả của khách hàng về lỗi giao dịch các tài sản tài chính,11. Phải trả của khách hàng về lỗi giao dịch các tài sản tài chính,11. Phải trả của khách hàng về lỗi giao dịch các tài sản tài chính,034,,,,34.0,,,
"12. Phải trả cổ tức, gốc và lãi trái phiếu","12. Phải trả cổ tức, gốc và lãi trái phiếu","12. Phải trả cổ tức, gốc và lãi trái phiếu",035,,2.544.642.150,11.396.603.739,35.0,,2544642150.0,11396603739.0
