row_label_raw,row_label_full,Tại ngày 1 tháng 1 năm 2017,Địa chỉ,Số lượng,% lợi ích kinh tế,% quyền biểu quyết,Giá gốc VND,Dự phòng giảm giá giá trị đầu tư VND,Giá trị hợp lý VND,numeric__Địa chỉ,numeric__Số lượng,numeric__% lợi ích kinh tế,numeric__% quyền biểu quyết,numeric__Giá gốc VND,numeric__Dự phòng giảm giá giá trị đầu tư VND,numeric__Giá trị hợp lý VND
Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,,,,,,,
▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,,,,,,,,,,,,,,
• Công ty Cổ phần Bao bì và Kho bãi Bình Tây (f),▪ Công ty liên kết > • Công ty Cổ phần Bao bì và Kho bãi Bình Tây (f),• Công ty Cổ phần Bao bì và Kho bãi Bình Tây (f),"621 Phạm Văn Chí, Phường 7, Quận 6, Thành phố Hồ Chí Minh",6.885.820,"49,18%","49,18%",79.601.612.659,,,,6885820.0,0.4918,0.4918,79601612659.0,,
• Công ty Cổ phần Đầu tư Địa ốc Kim Thành (g),▪ Công ty liên kết > • Công ty Cổ phần Đầu tư Địa ốc Kim Thành (g),• Công ty Cổ phần Đầu tư Địa ốc Kim Thành (g),"62 Trần Huy Liệu, Quận Phú Nhuận, Thành phố Hồ Chí Minh",300.000,(g),(g),3.000.000.000,(54.107.083),(*) (*),,300000.0,,,3000000000.0,-54107083.0,
,,,,,,,82.601.612.659,(54.107.083),,,,,,82601612659.0,-54107083.0,
▪ Các công ty khác,▪ Các công ty khác,▪ Các công ty khác,,,,,,,,,,,,,,
• Công ty Cổ phần Đầu tư và Địa ốc Sài Gòn Chợ Lớn (m),▪ Các công ty khác > • Công ty Cổ phần Đầu tư và Địa ốc Sài Gòn Chợ Lớn (m),• Công ty Cổ phần Đầu tư và Địa ốc Sài Gòn Chợ Lớn (m),"220 Nguyễn Biểu, Phường 2, Quận 5, Thành phố Hồ Chí Minh",29.179,"12,69%","12,69%",3.367.140.000,-,(*),,29179.0,0.12689999999999999,0.12689999999999999,3367140000.0,,
• Công ty Cổ phần Cổ phần Sản xuất Thương mại Thành Thành Công (m),▪ Các công ty khác > • Công ty Cổ phần Cổ phần Sản xuất Thương mại Thành Thành Công (m),• Công ty Cổ phần Cổ phần Sản xuất Thương mại Thành Thành Công (m),"62 Trần Huy Liệu, Quận Phú Nhuận, Thành phố Hồ Chí Minh",160.000,"0,08%","0,08%",4.920.000.000,-,(*),,160000.0,0.0008,0.0008,4920000000.0,,
• Công ty TNHH SX-XD-DV Hoa Đồng (j),▪ Các công ty khác > • Công ty TNHH SX-XD-DV Hoa Đồng (j),• Công ty TNHH SX-XD-DV Hoa Đồng (j),"Đất Mới, Phường Bình Trị Đông A, Quận Bình Tân, Thành phố Hồ Chí Minh",-,(j),(j),200.000.000.000,-,(*),,,,,200000000000.0,,
• Công ty Cổ phần May Tiến Phát (k),▪ Các công ty khác > • Công ty Cổ phần May Tiến Phát (k),• Công ty Cổ phần May Tiến Phát (k),"171A Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh",1.715.500,"7,00%","7,00%",31.897.275.497,-,(*),,1715500.0,0.07,0.07,31897275497.0,,
• Công ty Cổ phần Đầu tư Tín Việt (l),▪ Các công ty khác > • Công ty Cổ phần Đầu tư Tín Việt (l),• Công ty Cổ phần Đầu tư Tín Việt (l),"262 Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Thành phố Hồ Chí Minh",6.409.500,"16,14%","16,14%",53.796.747.261,-,(*),,6409500.0,0.16140000000000002,0.16140000000000002,53796747261.0,,
,,,,,,,293.981.162.758,-,,,,,,293981162758.0,,
,,,,,,,1.066.750.080.240,(106.400.444.633),,,,,,1066750080240.0,-106400444633.0,
