row_label_raw,row_label_full,col_0,Năm 2016VND,numeric__Năm 2016VND
Nhận chuyển nhượng cổ phần của Công ty I.D.E.A,Ông Tô Như Thắng > Nhận chuyển nhượng cổ phần của Công ty I.D.E.A,Nhận chuyển nhượng cổ phần của Công ty I.D.E.A,360.000.000,360000000.0
Thu tiền vay vốn cá nhân,Ông Tô Như Thắng > Thu tiền vay vốn cá nhân,Thu tiền vay vốn cá nhân,40.000.000.000,40000000000.0
Trả gốc vay vốn cá nhân,Ông Tô Như Thắng > Trả gốc vay vốn cá nhân,Trả gốc vay vốn cá nhân,12.500.000.000,12500000000.0
Bà Đào Thị Hồng Hạnh,Bà Đào Thị Hồng Hạnh,Bà Đào Thị Hồng Hạnh,Bà Đào Thị Hồng Hạnh,
Nhận chuyển nhượng cổ phần của Công ty Văn Phú - Invest,Bà Đào Thị Hồng Hạnh > Nhận chuyển nhượng cổ phần của Công ty Văn Phú - Invest,Nhận chuyển nhượng cổ phần của Công ty Văn Phú - Invest,117.990.000.000,117990000000.0
Ông Vũ Thanh Tuán,Ông Vũ Thanh Tuán,Ông Vũ Thanh Tuán,Ông Vũ Thanh Tuán,
Nhận chuyển nhượng cổ phần của Công ty Văn Phú - Invest,Ông Vũ Thanh Tuán > Nhận chuyển nhượng cổ phần của Công ty Văn Phú - Invest,Nhận chuyển nhượng cổ phần của Công ty Văn Phú - Invest,5.244.000.000,5244000000.0
Nhận chuyển nhượng cổ phần của Công ty Văn Phú số 1,Ông Vũ Thanh Tuán > Nhận chuyển nhượng cổ phần của Công ty Văn Phú số 1,Nhận chuyển nhượng cổ phần của Công ty Văn Phú số 1,59.285.000.000,59285000000.0
Thu tiền chuyển nhượng cổ phần của Công ty Văn Phú số 1,Ông Vũ Thanh Tuán > Thu tiền chuyển nhượng cổ phần của Công ty Văn Phú số 1,Thu tiền chuyển nhượng cổ phần của Công ty Văn Phú số 1,50.000.000.000,50000000000.0
Ông Tạ Hữu Long,Ông Tạ Hữu Long,Ông Tạ Hữu Long,Ông Tạ Hữu Long,
Chuyển nhượng cổ phần của Công ty Văn Phú - Invest,Ông Tạ Hữu Long > Chuyển nhượng cổ phần của Công ty Văn Phú - Invest,Chuyển nhượng cổ phần của Công ty Văn Phú - Invest,36.708.000.000,36708000000.0
Thu tiền thuế TNCN chuyển nhượng vốn,Ông Tạ Hữu Long > Thu tiền thuế TNCN chuyển nhượng vốn,Thu tiền thuế TNCN chuyển nhượng vốn,36.708.000,36708000.0
Trả gốc vay vốn cá nhân,Ông Tạ Hữu Long > Trả gốc vay vốn cá nhân,Trả gốc vay vốn cá nhân,72.000.000,72000000.0
Ông Nguyễn Minh Tuán,Ông Nguyễn Minh Tuán,Ông Nguyễn Minh Tuán,Ông Nguyễn Minh Tuán,
Chuyển nhượng cổ phần của Công ty Văn Phú - Invest,Ông Nguyễn Minh Tuán > Chuyển nhượng cổ phần của Công ty Văn Phú - Invest,Chuyển nhượng cổ phần của Công ty Văn Phú - Invest,39.330.000.000,39330000000.0
Thu tiền thuế TNCN chuyển nhượng vốn,Ông Nguyễn Minh Tuán > Thu tiền thuế TNCN chuyển nhượng vốn,Thu tiền thuế TNCN chuyển nhượng vốn,39.330.000,39330000.0
Bà Hoàng Thị Liên,Bà Hoàng Thị Liên,Bà Hoàng Thị Liên,Bà Hoàng Thị Liên,
Chuyển nhượng cổ phần của Công ty Văn Phú - Invest,Bà Hoàng Thị Liên > Chuyển nhượng cổ phần của Công ty Văn Phú - Invest,Chuyển nhượng cổ phần của Công ty Văn Phú - Invest,36.708.000.000,36708000000.0
Thu tiền thuế TNCN chuyển nhượng vốn,Bà Hoàng Thị Liên > Thu tiền thuế TNCN chuyển nhượng vốn,Thu tiền thuế TNCN chuyển nhượng vốn,36.708.000,36708000.0
Thu nhập của HDQT và Ban Giám đốc,Bà Hoàng Thị Liên > Thu nhập của HDQT và Ban Giám đốc,Thu nhập của HDQT và Ban Giám đốc,1.998.219.333,1998219333.0
