row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Vốn cổ phần đã góp của chủ sở hữu,Vốn cổ phần đã góp của chủ sở hữu,Vốn cổ phần đã góp của chủ sở hữu,Vốn cổ phần đã góp của chủ sở hữu,Vốn cổ phần đã góp của chủ sở hữu,,
Số đầu năm,Vốn cổ phần đã góp của chủ sở hữu > Số đầu năm,Số đầu năm,3.961.698.970.000,3.276.579.720.000,3961698970000.0,3276579720000.0
Tăng trong năm,Vốn cổ phần đã góp của chủ sở hữu > Tăng trong năm,Tăng trong năm,966.020.190.000,685.119.250.000,966020190000.0,685119250000.0
Số cuối năm,Vốn cổ phần đã góp của chủ sở hữu > Số cuối năm,Số cuối năm,4.927.719.160.000,3.961.698.970.000,4927719160000.0,3961698970000.0
Cổ tức,Cổ tức,Cổ tức,Cổ tức,Cổ tức,,
Cổ tức đã công bố,Cổ tức > Cổ tức đã công bố,Cổ tức đã công bố,906.020.190.000,1.078.308.816.400,906020190000.0,1078308816400.0
Cổ tức đã trả,Cổ tức > Cổ tức đã trả,Cổ tức đã trả,906.071.601.600,1.078.047.503.200,906071601600.0,1078047503200.0
- Cổ tức trả bằng cổ phiếu cho năm 2020:1 cổ phiếu/10 cổ phiếu hiện hữu và 117cổ phiếu/1.000 cổ phiếu hiện hữu (2019:13 cổ phiếu/100 cổ phiếu hiện hữu),Cổ tức > - Cổ tức trả bằng cổ phiếu cho năm 2020:1 cổ phiếu/10 cổ phiếu hiện hữu và 117cổ phiếu/1.000 cổ phiếu hiện hữu (2019:13 cổ phiếu/100 cổ phiếu hiện hữu),- Cổ tức trả bằng cổ phiếu cho năm 2020:1 cổ phiếu/10 cổ phiếu hiện hữu và 117cổ phiếu/1.000 cổ phiếu hiện hữu (2019:13 cổ phiếu/100 cổ phiếu hiện hữu),906.020.190.000,425.949.150.000,906020190000.0,425949150000.0
- Cổ tức trả bằng tiền cho năm 2019:1.200 VND/cổ phiếu,Cổ tức > - Cổ tức trả bằng tiền cho năm 2019:1.200 VND/cổ phiếu,- Cổ tức trả bằng tiền cho năm 2019:1.200 VND/cổ phiếu,51.411.600,392.928.253.200,51411600.0,392928253200.0
- Cổ tức trả bằng cổ phiếu cho năm 2020:7 cổ phiếu/100 cổ phiếu hiện hữu,Cổ tức > - Cổ tức trả bằng cổ phiếu cho năm 2020:7 cổ phiếu/100 cổ phiếu hiện hữu,- Cổ tức trả bằng cổ phiếu cho năm 2020:7 cổ phiếu/100 cổ phiếu hiện hữu,-,259.170.100.000,,259170100000.0
