row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
TT,TT,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),"Long Biên, Thành phố Hà Nội, Việt Nam",,,,,,,
42,TT > 42,42,Công ty TNHH Vinpearl Travel,Công ty Vinpearl Travel,"100,00","70,00",Khu Đô thị Sinh thái Vinhomes Riverside\( ^{(1)} \),Đại lý du lịch,,,100.0,70.0,,
43,TT > 43,43,Công ty TNHH Vinpearl Travel Ru,Công ty Vinpearl Travel Ru,"100,00","80,00","Tòa nhà Ne 24, Timur Frunze St., Moscow, Liên bang Nga",Đại lý du lịch,,,100.0,80.0,,
44,TT > 44,44,Công ty TNHH Vinpearl Travel Australia,Công ty Vinpearl Travel Australia,"100,00","55,92","HAYMARKET NSW 2000, Australia",Đại lý du lịch,,,100.0,55.92,,
45,TT > 45,45,Công ty Cổ phần VinWonders,Công ty VinWonders,"100,00","99,97",Khu Đô thị Sinh thái Vinhomes Riverside\( ^{(1)} \),Cung cấp dịch vụ lưu trú ngắn ngày,,,100.0,99.97,,
46,TT > 46,46,Công ty TNHH Việt Nam Grand Prix,Công ty Grand Prix,"100,00","100,00",Khu Đô thị Sinh thái Vinhomes Riverside\( ^{(1)} \),"Tổ chức, xúc tiến các sự kiện, triển lăm, hội nghị, hội thảo",,,100.0,100.0,,
47,TT > 47,47,Công ty Cổ phần Thương mại và Đầu tư Phát triển Nguyên Phú,Công ty Nguyên Phú,"100,00","98,98","Đảo Hòn Tre, Phường Vĩnh Nguyên, Thành phố Nha Trang, Tỉnh Khánh Hòa, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,98.98,,
48,TT > 48,48,Công ty TNHH Vinpearl Australia,Công ty Vinpearl Australia,"100,00","70,00","234 Balaclava Road, Caulfield North 3161, Melbourne, Victoria, Australia","Dịch vụ lưu trú, đại lý du lịch",,,100.0,70.0,,
49,TT > 49,49,Công ty Cổ phần One Mount Group,Công ty One Mount Group,"51,22","51,22","Tầng 5, tòa nhà T26, Khu đô thị Times City, số 458 phố Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam","Đại lý, môi giới, đấu giá hàng hóa",,,51.22,51.22,,
50,TT > 50,50,Công ty Cổ phần OneID,Công ty OneID,"99,95","51,22","Tầng 4, tòa nhà T26, Khu đô thị Times City, số 458 phố Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",Hoạt động trung gian tiền tệ khác,,,99.95,51.22,,
51,TT > 51,51,Công ty Cổ phần VinID Pay,Công ty VinID Pay,"100,00","55,27","Tầng 2, tòa nhà T26, Khu đô thị Times City, số 458 phố Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",Hoạt động trung gian tiền tệ khác,,,100.0,55.27,,
52,TT > 52,52,Công ty Cổ phần One Distribution,Công ty One Distribution,"99,90","51,17","Tầng 3, tòa nhà T26, Khu đô thị Times City, số 458 Minh Khai, Phường Vĩnh","Kho bãi, lưu trữ hàng hóa",,,99.9,51.17,,
