row_label_raw,row_label_full,col_0,31/12/2017,31/12/2017_1,01/01/2017,01/01/2017_1,numeric__31/12/2017,numeric__31/12/2017_1,numeric__01/01/2017,numeric__01/01/2017_1
,,,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,,
Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,,,,
- Công ty Cổ phần Tài chính và Đầu tư Gia Phát (2),Đầu tư vào đơn vị khác > - Công ty Cổ phần Tài chính và Đầu tư Gia Phát (2),- Công ty Cổ phần Tài chính và Đầu tư Gia Phát (2),50.000.000.000,-,50.000.000.000,-,50000000000.0,,50000000000.0,
- Công ty Cổ phần Kỹ thuật Xây dựng và Vật liệu xây dựng (3),Đầu tư vào đơn vị khác > - Công ty Cổ phần Kỹ thuật Xây dựng và Vật liệu xây dựng (3),- Công ty Cổ phần Kỹ thuật Xây dựng và Vật liệu xây dựng (3),11.616.900.000,-,11.616.900.000,-,11616900000.0,,11616900000.0,
- Công ty Cổ phần Máy tính và Truyền thông Việt Nam (4) [i],Đầu tư vào đơn vị khác > - Công ty Cổ phần Máy tính và Truyền thông Việt Nam (4) [i],- Công ty Cổ phần Máy tính và Truyền thông Việt Nam (4) [i],31.491.200.000,-,31.491.200.000,-,31491200000.0,,31491200000.0,
- Công ty Cổ phần Đầu tư và Thương mại Vneco Hà Nội (5),Đầu tư vào đơn vị khác > - Công ty Cổ phần Đầu tư và Thương mại Vneco Hà Nội (5),- Công ty Cổ phần Đầu tư và Thương mại Vneco Hà Nội (5),22.000.000.000,(22.000.000.000),22.000.000.000,(12.000.000.000),22000000000.0,-22000000000.0,22000000000.0,-12000000000.0
- Công ty Cổ phần Kinh mất Hà Nội (6),Đầu tư vào đơn vị khác > - Công ty Cổ phần Kinh mất Hà Nội (6),- Công ty Cổ phần Kinh mất Hà Nội (6),11.430.000.000,(3.105.826.561),11.430.000.000,(3.105.826.561),11430000000.0,-3105826561.0,11430000000.0,-3105826561.0
- Công ty Cổ phần Truyền thông TVShopping (7),Đầu tư vào đơn vị khác > - Công ty Cổ phần Truyền thông TVShopping (7),- Công ty Cổ phần Truyền thông TVShopping (7),11.250.000.000,-,11.250.000.000,-,11250000000.0,,11250000000.0,
- Công ty Cổ phần Bảo Linh (8),Đầu tư vào đơn vị khác > - Công ty Cổ phần Bảo Linh (8),- Công ty Cổ phần Bảo Linh (8),11.220.000.000,(9.486.859.227),11.220.000.000,(9.486.859.227),11220000000.0,-9486859227.0,11220000000.0,-9486859227.0
- Công ty Cổ phần Đầu tư và Xây dựng Sông Đà (9),Đầu tư vào đơn vị khác > - Công ty Cổ phần Đầu tư và Xây dựng Sông Đà (9),- Công ty Cổ phần Đầu tư và Xây dựng Sông Đà (9),2.000.000.000,-,2.000.000.000,-,2000000000.0,,2000000000.0,
- Đầu tư dài hạn khác (10),Đầu tư vào đơn vị khác > - Đầu tư dài hạn khác (10),- Đầu tư dài hạn khác (10),1.530.000.000,(251.133.428),1.530.000.000,(251.133.428),1530000000.0,-251133428.0,1530000000.0,-251133428.0
,,,152.538.100.000,(34.843.819.216),152.538.100.000,(24.843.819.216),152538100000.0,-34843819216.0,152538100000.0,-24843819216.0
