row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Phải thu liên quan đến nghiệp vụ thư tín dụng trả chậm,Phải thu liên quan đến nghiệp vụ thư tín dụng trả chậm,Phải thu liên quan đến nghiệp vụ thư tín dụng trả chậm,15.561.571,5.305.252,15561571.0,5305252.0
Phải thu tổ chức thể,Phải thu tổ chức thể,Phải thu tổ chức thể,1.457.073,431.320,1457073.0,431320.0
Chi phí công trình,Chi phí công trình,Chi phí công trình,730.372,632.408,730372.0,632408.0
Phải thu từ thanh lý TSCĐ (i),Phải thu từ thanh lý TSCĐ (i),Phải thu từ thanh lý TSCĐ (i),574.000,656.000,574000.0,656000.0
Tạm ứng mua sắm TSCĐ (ii),Tạm ứng mua sắm TSCĐ (ii),Tạm ứng mua sắm TSCĐ (ii),455.982,552.540,455982.0,552540.0
Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu,Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu,Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu,292.647,29.258,292647.0,29258.0
Phải thu từ hoạt động bán chứng khoán trả chậm (iii),Phải thu từ hoạt động bán chứng khoán trả chậm (iii),Phải thu từ hoạt động bán chứng khoán trả chậm (iii),239.980,2.375.065,239980.0,2375065.0
Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,203.009,170.061,203009.0,170061.0
Phải thu dịch vụ đại lý bảo hiểm,Phải thu dịch vụ đại lý bảo hiểm,Phải thu dịch vụ đại lý bảo hiểm,125.139,58.383,125139.0,58383.0
Ký quỹ giao dịch phải sinh,Ký quỹ giao dịch phải sinh,Ký quỹ giao dịch phải sinh,102.058,105.852,102058.0,105852.0
Phải thu hoa hồng đại lý (iv),Phải thu hoa hồng đại lý (iv),Phải thu hoa hồng đại lý (iv),64.587,131.641,64587.0,131641.0
"Ký quỹ thuê văn phòng, TSCĐ và công cụ dụng cụ","Ký quỹ thuê văn phòng, TSCĐ và công cụ dụng cụ","Ký quỹ thuê văn phòng, TSCĐ và công cụ dụng cụ",73.045,63.499,73045.0,63499.0
Tạm ứng cho khoản tiền gửi tiết kiệm trả lãi trao ngay,Tạm ứng cho khoản tiền gửi tiết kiệm trả lãi trao ngay,Tạm ứng cho khoản tiền gửi tiết kiệm trả lãi trao ngay,45.602,14.425,45602.0,14425.0
Lãi trả trước cho vay uỷ thác (v),Lãi trả trước cho vay uỷ thác (v),Lãi trả trước cho vay uỷ thác (v),40.000,-,40000.0,
Tạm ứng chi phí xử lý tài sản bảo đảm,Tạm ứng chi phí xử lý tài sản bảo đảm,Tạm ứng chi phí xử lý tài sản bảo đảm,31.801,28.155,31801.0,28155.0
Phải thu đối tác thu hộ tiền vay,Phải thu đối tác thu hộ tiền vay,Phải thu đối tác thu hộ tiền vay,11.273,-,11273.0,
Phải thu ngân sách Nhà nước,Phải thu ngân sách Nhà nước,Phải thu ngân sách Nhà nước,-,223,,223.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,226.676,310.584,226676.0,310584.0
,,,20.234.815,10.864.666,20234815.0,10864666.0
