row_label_raw,row_label_full,col_0,31/12/2023,31/12/2022,numeric__31/12/2023,numeric__31/12/2022
,,,Triệu VND,Triệu VND,,
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,1.032.429,272.873,1032429.0,272873.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,479.721,740.688,479721.0,740688.0
- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,83.181,108.802,83181.0,108802.0
- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,121.996,134.151,121996.0,134151.0
- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,12.255,31.893,12255.0,31893.0
- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,262.289,465.842,262289.0,465842.0
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,71.861.468,29.294.106,71861468.0,29294106.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,10.336.200,9.537.750,10336200.0,9537750.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,6.858.391,8.007.000,6858391.0,8007000.0
- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,54.666.877,11.749.356,54666877.0,11749356.0
Cam kết cho vay không hủy ngang,Cam kết cho vay không hủy ngang,Cam kết cho vay không hủy ngang,115.636,207.293,115636.0,207293.0
,,,73.489.254,30.514.960,73489254.0,30514960.0
39 . Lãi cho vay và phí phải thu chưa thu được,39 . Lãi cho vay và phí phải thu chưa thu được,39 . Lãi cho vay và phí phải thu chưa thu được,39 . Lãi cho vay và phí phải thu chưa thu được,39 . Lãi cho vay và phí phải thu chưa thu được,,
,,,31/12/2023,31/12/2022,,
,,,Triệu VND,Triệu VND,,
Lãi cho vay chưa thu được,39 . Lãi cho vay và phí phải thu chưa thu được > Lãi cho vay chưa thu được,Lãi cho vay chưa thu được,562.577,544.144,562577.0,544144.0
Phí phải thu chưa thu được,39 . Lãi cho vay và phí phải thu chưa thu được > Phí phải thu chưa thu được,Phí phải thu chưa thu được,33,-,33.0,
,,,562.610,544.144,562610.0,544144.0
40 . Nợ khó đòi đã xử lý,40 . Nợ khó đòi đã xử lý,40 . Nợ khó đòi đã xử lý,40 . Nợ khó đòi đã xử lý,40 . Nợ khó đòi đã xử lý,,
,,,31/12/2023,31/12/2022,,
,,,Triệu VND,Triệu VND,,
Nợ gốc của khoản nợ đã xử lý rủi ro đang trong thời gian theo dõi,40 . Nợ khó đòi đã xử lý > Nợ gốc của khoản nợ đã xử lý rủi ro đang trong thời gian theo dõi,Nợ gốc của khoản nợ đã xử lý rủi ro đang trong thời gian theo dõi,586.190,821.144,586190.0,821144.0
Nợ lãi của khoản nợ đã xử lý rủi ro đang trong thời gian theo dõi,40 . Nợ khó đòi đã xử lý > Nợ lãi của khoản nợ đã xử lý rủi ro đang trong thời gian theo dõi,Nợ lãi của khoản nợ đã xử lý rủi ro đang trong thời gian theo dõi,1.824.737,1.816.839,1824737.0,1816839.0
,,,2.410.927,2.637.983,2410927.0,2637983.0
