row_label_raw,row_label_full,col_0,31/12/2018VND,31/12/2017VND,numeric__31/12/2018VND,numeric__31/12/2017VND
Các khoản cho vay và phải thu,Các khoản cho vay và phải thu,Các khoản cho vay và phải thu,Các khoản cho vay và phải thu,Các khoản cho vay và phải thu,,
Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Các khoản cho vay và phải thu > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,1.275.368.798.168,3.106.795.746.709,1275368798168.0,3106795746709.0
Tiền gửi và cho vay các tổ chức tín dụng khác – gộp,Các khoản cho vay và phải thu > Tiền gửi và cho vay các tổ chức tín dụng khác – gộp,Tiền gửi và cho vay các tổ chức tín dụng khác – gộp,13.446.470.503.915,10.381.134.485.255,13446470503915.0,10381134485255.0
Cho vay khách hàng – gộp,Các khoản cho vay và phải thu > Cho vay khách hàng – gộp,Cho vay khách hàng – gộp,56.316.351.513.938,48.182.976.683.825,56316351513938.0,48182976683825.0
Các khoản phải thu – gộp,Các khoản cho vay và phải thu > Các khoản phải thu – gộp,Các khoản phải thu – gộp,2.207.085.008.545,198.284.627.952,2207085008545.0,198284627952.0
"Các khoản lãi, phí phải thu","Các khoản cho vay và phải thu > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",1.116.408.031.639,943.998.088.252,1116408031639.0,943998088252.0
,,,74.361.683.856.205,62.813.189.631.993,74361683856205.0,62813189631993.0
Chứng khoán kinh doanh và đầu tư – gộp,Chứng khoán kinh doanh và đầu tư – gộp,Chứng khoán kinh doanh và đầu tư – gộp,Chứng khoán kinh doanh và đầu tư – gộp,Chứng khoán kinh doanh và đầu tư – gộp,,
Chứng khoán kinh doanh,Chứng khoán kinh doanh và đầu tư – gộp > Chứng khoán kinh doanh,Chứng khoán kinh doanh,-,3.288.593.200.000,,3288593200000.0
Chứng khoán nợ đầu tư sẵn sàng để bán,Chứng khoán kinh doanh và đầu tư – gộp > Chứng khoán nợ đầu tư sẵn sàng để bán,Chứng khoán nợ đầu tư sẵn sàng để bán,24.378.468.921.372,16.027.625.812.192,24378468921372.0,16027625812192.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán kinh doanh và đầu tư – gộp > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,-,727.599.850.656,,727599850656.0
,,,24.378.468.921.372,20.043.818.862.848,24378468921372.0,20043818862848.0
Các cam kết tín dụng – gộp,Các cam kết tín dụng – gộp,Các cam kết tín dụng – gộp,Các cam kết tín dụng – gộp,Các cam kết tín dụng – gộp,,
Bảo lãnh vay vốn,Các cam kết tín dụng – gộp > Bảo lãnh vay vốn,Bảo lãnh vay vốn,92.153.283.000,98.415.283.000,92153283000.0,98415283000.0
Cam kết trong nghiệp vụ L/C,Các cam kết tín dụng – gộp > Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,903.894.500.946,1.335.028.735.462,903894500946.0,1335028735462.0
Bảo lãnh khác,Các cam kết tín dụng – gộp > Bảo lãnh khác,Bảo lãnh khác,7.091.334.066.954,5.907.135.112.932,7091334066954.0,5907135112932.0
,,,8.087.381.850.900,7.340.579.131.394,8087381850900.0,7340579131394.0
,,,106.827.534.628.477,90.197.587.626.235,106827534628477.0,90197587626235.0
