row_label_raw,row_label_full,col_0,Quyền sử dụng đấtTriệu VND,Phần mềm máy vi tínhTriệu VND,Tài sản cố định vô hình khácTriệu VND,Tổng cộngTriệu VND,numeric__Quyền sử dụng đấtTriệu VND,numeric__Phần mềm máy vi tínhTriệu VND,numeric__Tài sản cố định vô hình khácTriệu VND,numeric__Tổng cộngTriệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,3.478.880,192.584,33.110,3.704.574,3478880.0,192584.0,33110.0,3704574.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,12.215,13.770,-,25.985,12215.0,13770.0,,25985.0
"Thanh lý, nhượng bán","Nguyên giá > Thanh lý, nhượng bán","Thanh lý, nhượng bán",(4.294),-,-,(4.294),-4294.0,,,-4294.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,3.486.801,206.354,33.110,3.726.265,3486801.0,206354.0,33110.0,3726265.0
Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,,,,
Số dư đầu năm,Hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,5.647,146.275,17.881,169.803,5647.0,146275.0,17881.0,169803.0
Khấu hao trong năm,Hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,158,26.439,3.209,29.806,158.0,26439.0,3209.0,29806.0
Số dư cuối năm,Hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,5.805,172.714,21.090,199.609,5805.0,172714.0,21090.0,199609.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,3.473.233,46.309,15.229,3.534.771,3473233.0,46309.0,15229.0,3534771.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,3.480.996,33.640,12.020,3.526.656,3480996.0,33640.0,12020.0,3526656.0
