row_label_raw,row_label_full,STT,Tên,Địa điểm,Ngành nghề,2023 > Tỷ lệ sở hữu %,2023 > Tỷ lệ quyền biểu quyết %,2023 > Giá gốc VND,2023 > Giá trị hợp lý VND,2023 > Dự phòng VND,2022 > Tỷ lệ sở hữu %,2022 > Tỷ lệ quyền biểu quyết %,2022 > Giá gốc VND,2022 > Giá trị hợp lý VND,2022 > Dự phòng VND,numeric__Tên,numeric__Địa điểm,numeric__Ngành nghề,numeric__2023 > Tỷ lệ sở hữu %,numeric__2023 > Tỷ lệ quyền biểu quyết %,numeric__2023 > Giá gốc VND,numeric__2023 > Giá trị hợp lý VND,numeric__2023 > Dự phòng VND,numeric__2022 > Tỷ lệ sở hữu %,numeric__2022 > Tỷ lệ quyền biểu quyết %,numeric__2022 > Giá gốc VND,numeric__2022 > Giá trị hợp lý VND,numeric__2022 > Dự phòng VND
15,15,15,Công ty TNHH Nova Rivergate,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,77%","99,77%",936.201.410.000,(*),-,"99,77%","99,77%",936.201.410.000,(*),-,,,,0.9976999999999999,0.9976999999999999,936201410000.0,,,0.9976999999999999,0.9976999999999999,936201410000.0,,
16,16,16,Công ty TNHH Đầu tư và Phát triển Bất động sản Nova Phúc Nguyên,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,97%","99,97%",789.981.000.000,(*),-,"99,97%","99,97%",789.981.000.000,(*),-,,,,0.9997,0.9997,789981000000.0,,,0.9997,0.9997,789981000000.0,,
17,17,17,Công ty Cổ phần Địa ốc Thành Nhơn (**),TP. Hồ Chí Minh,Kinh doanh bất động sản,"42,42%","42,42%",732.869.100.000,(*),(171.725.592.301),"42,42%","42,42%",732.869.100.000,(*),-,,,,0.4242,0.4242,732869100000.0,,-171725592301.0,0.4242,0.4242,732869100000.0,,
18,18,18,Công ty TNHH Nova Sasco,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99%","99,99%",528.310.550.000,(*),-,"99,99%","99,99%",528.310.550.000,(*),-,,,,0.9998999999999999,0.9998999999999999,528310550000.0,,,0.9998999999999999,0.9998999999999999,528310550000.0,,
19,19,19,Công ty TNHH Nova Nam Â,TP. Hồ Chí Minh,Kinh doanh bất động sản,"92,70%","92,70%",374.918.018.977,(*),-,"92,70%","92,70%",374.918.018.977,(*),-,,,,0.927,0.927,374918018977.0,,,0.927,0.927,374918018977.0,,
20,20,20,Công ty Cổ phần Nova Princess Residence,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,90%","99,90%",366.707.530.000,(*),-,"99,90%","99,90%",366.707.530.000,(*),-,,,,0.9990000000000001,0.9990000000000001,366707530000.0,,,0.9990000000000001,0.9990000000000001,366707530000.0,,
21,21,21,Công ty TNHII Đầu tư và Phát triển Địa ốc Gia Huy,TP. Hồ Chí Minh,Kinh doanh bất động sản,"51,00%","51,00%",290.190.000.000,(*),-,"51,00%","51,00%",260.190.000.000,(*),-,,,,0.51,0.51,290190000000.0,,,0.51,0.51,260190000000.0,,
22,22,22,Công ty TNHH Nova Sagel,TP. Hồ Chí Minh,Kinh doanh bất động sản,"73,00%","73,00%",287.910.000.000,(*),-,"73,00%","73,00%",267.910.000.000,(*),-,,,,0.73,0.73,287910000000.0,,,0.73,0.73,267910000000.0,,
23,23,23,Công ty TNHH Nova An Phú,TP. Hồ Chí Minh,Kinh doanh bất động sản,"92,27%","92,27%",234.500.000.000,(*),(165.207.034.533),"92,27%","92,27%",234.500.000.000,(*),-,,,,0.9227,0.9227,234500000000.0,,-165207034533.0,0.9227,0.9227,234500000000.0,,
24,24,24,Công ty Cổ phần Ngõi Nhà Mega,TP. Hồ Chí Minh,Kinh doanh bất động sản,"98,60%","98,60%",211.998.000.000,(*),-,"98,60%","98,60%",211.998.000.000,(*),-,,,,0.986,0.986,211998000000.0,,,0.986,0.986,211998000000.0,,
25,25,25,Công ty Cổ phần Nova Festival,TP. Hồ Chí Minh,Kinh doanh bất động sản,"94,02%","94,02%",173.000.000.000,(*),-,"94,02%","94,02%",173.000.000.000,(*),-,,,,0.9401999999999999,0.9401999999999999,173000000000.0,,,0.9401999999999999,0.9401999999999999,173000000000.0,,
26,26,26,Công ty TNHH Nova Property Management,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99%","99,99%",138.988.100.000,(*),-,"99,99%","99,99%",138.988.100.000,(*),-,,,,0.9998999999999999,0.9998999999999999,138988100000.0,,,0.9998999999999999,0.9998999999999999,138988100000.0,,
27,27,27,Công ty TNHH Nova Lucky Palace,TP. Hồ Chí Minh,Kinh doanh bất động sản,"100,00%","100,00%",99.995.000.000,(*),-,"100,00%","100,00%",99.995.000.000,(*),-,,,,1.0,1.0,99995000000.0,,,1.0,1.0,99995000000.0,,
28,28,28,Công ty TNHH Đầu tư Địa ốc Novaland Đặt Tàm,TP. Hồ Chí Minh,Kinh doanh bất động sản,"51,00%","51,00%",51.000.000.000,(*),-,"51,00%","51,00%",51.000.000.000,(*),-,,,,0.51,0.51,51000000000.0,,,0.51,0.51,51000000000.0,,
29,29,29,Công ty TNHH Mức thành viên Novaland Agent,TP. Hồ Chí Minh,Kinh doanh bất động sản,"100,00%","100,00%",20.000.000.000,(*),-,"100,00%","100,00%",20.000.000.000,(*),-,,,,1.0,1.0,20000000000.0,,,1.0,1.0,20000000000.0,,
