row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,400,,8.126.516.568.869,7.997.718.357.821,,400.0,,8126516568869.0,7997718357821.0
I.,I.,I.,Vốn chủ sở hữu,410,V.16,8.126.516.568.869,7.997.718.357.821,,410.0,,8126516568869.0,7997718357821.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,6.827.674.750.000,6.827.674.750.000,,411.0,,6827674750000.0,6827674750000.0
-,-,-,Cổ phiếu phổ thông có quyền biểu quyết,411a,,6.827.674.750.000,6.827.674.750.000,,,,6827674750000.0,6827674750000.0
-,-,-,Cổ phiếu ưu đãi,411b,,-,-,,,,,
2.,- > 2.,2.,Thặng dư vốn cổ phần,412,,(45.000.000),(45.000.000),,412.0,,-45000000.0,-45000000.0
3.,- > 3.,3.,Quyền chọn chuyển đổi trái phiếu,413,,-,-,,413.0,,,
4.,- > 4.,4.,Vốn khác của chủ sở hữu,414,,-,-,,414.0,,,
5.,- > 5.,5.,Cổ phiếu quỹ,415,,-,-,,415.0,,,
6.,- > 6.,6.,Chênh lệch đánh giá lại tài sản,416,,-,-,,416.0,,,
7.,- > 7.,7.,Chênh lệch tỷ giá hối đoái,417,,-,-,,417.0,,,
8.,- > 8.,8.,Quỹ đầu tư phát triển,418,,304.288.724.643,71.410.425.647,,418.0,,304288724643.0,71410425647.0
9.,- > 9.,9.,Quỹ hỗ trợ sắp xếp doanh nghiệp,419,,-,-,,419.0,,,
10.,- > 10.,10.,Quỹ khác thuộc vốn chủ sở hữu,420,,-,-,,420.0,,,
11.,- > 11.,11.,Lợi nhuận sau thuế chưa phân phối,421,,994.598.094.226,1.098.678.182.174,,421.0,,994598094226.0,1098678182174.0
-,- > -,-,LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,446.648.480.497,410.545.650.469,,,,446648480497.0,410545650469.0
-,- > -,-,LNST chưa phân phối kỳ này,421b,,547.949.613.729,688.132.531.705,,,,547949613729.0,688132531705.0
,,,TỔNG CỘNG NGUỒN VỐN,440,,16.210.224.099.031,16.372.100.736.231,,440.0,,16210224099031.0,16372100736231.0
