row_label_raw,row_label_full,col_0,Năm 2025VND,Năm 2024VND,numeric__Năm 2025VND,numeric__Năm 2024VND
Nhận tiền trước từ chuyển nhượng bất động sản,Ông Bùi Quang Anh Vũ > Nhận tiền trước từ chuyển nhượng bất động sản,Nhận tiền trước từ chuyển nhượng bất động sản,-,1.600.000.000,,1600000000.0
Hoàn trả tiền vay bằng hình thức cán trừ công nợ khoản phải thu,Ông Bùi Quang Anh Vũ > Hoàn trả tiền vay bằng hình thức cán trừ công nợ khoản phải thu,Hoàn trả tiền vay bằng hình thức cán trừ công nợ khoản phải thu,-,500.000.000,,500000000.0
Thu tiền chuyển nhượng bất động sản bằng hình thức cán trừ công nợ thỏa thuận vay,Ông Bùi Quang Anh Vũ > Thu tiền chuyển nhượng bất động sản bằng hình thức cán trừ công nợ thỏa thuận vay,Thu tiền chuyển nhượng bất động sản bằng hình thức cán trừ công nợ thỏa thuận vay,-,500.000.000,,500000000.0
Vay tiền,Ông Bùi Quang Anh Vũ > Vay tiền,Vay tiền,-,500.000.000,,500000000.0
Ông Trương Ngọc Dũng,Ông Trương Ngọc Dũng,Ông Trương Ngọc Dũng,Ông Trương Ngọc Dũng,Ông Trương Ngọc Dũng,,
Thu tiền mua cổ phiếu,Ông Trương Ngọc Dũng > Thu tiền mua cổ phiếu,Thu tiền mua cổ phiếu,10.930.000.000,-,10930000000.0,
Thu tiền chuyển nhượng bất động sản,Ông Trương Ngọc Dũng > Thu tiền chuyển nhượng bất động sản,Thu tiền chuyển nhượng bất động sản,1.546.443.788,16.097.455.763,1546443788.0,16097455763.0
Chuyển nhượng bất động sản,Ông Trương Ngọc Dũng > Chuyển nhượng bất động sản,Chuyển nhượng bất động sản,-,18.559.706.699,,18559706699.0
Vay tiền,Ông Trương Ngọc Dũng > Vay tiền,Vay tiền,-,500.000.000,,500000000.0
Hoàn trả tiền bằng hình thức cán trừ công nợ khoản phải thu,Ông Trương Ngọc Dũng > Hoàn trả tiền bằng hình thức cán trừ công nợ khoản phải thu,Hoàn trả tiền bằng hình thức cán trừ công nợ khoản phải thu,-,500.000.000,,500000000.0
Thu tiền chuyển nhượng bất động sản bằng hình thức cán trừ công nợ thỏa thuận vay,Ông Trương Ngọc Dũng > Thu tiền chuyển nhượng bất động sản bằng hình thức cán trừ công nợ thỏa thuận vay,Thu tiền chuyển nhượng bất động sản bằng hình thức cán trừ công nợ thỏa thuận vay,-,500.000.000,,500000000.0
Ông Trần Trọng Gia Vinh,Ông Trần Trọng Gia Vinh,Ông Trần Trọng Gia Vinh,Ông Trần Trọng Gia Vinh,Ông Trần Trọng Gia Vinh,,
Chuyển nhượng bất động sản,Ông Trần Trọng Gia Vinh > Chuyển nhượng bất động sản,Chuyển nhượng bất động sản,-,6.332.103.195,,6332103195.0
Thu tiền chuyển nhượng bất động sản,Ông Trần Trọng Gia Vinh > Thu tiền chuyển nhượng bất động sản,Thu tiền chuyển nhượng bất động sản,-,5.000.000.000,,5000000000.0
Ông Nguyễn Khắc Sinh,Ông Nguyễn Khắc Sinh,Ông Nguyễn Khắc Sinh,Ông Nguyễn Khắc Sinh,Ông Nguyễn Khắc Sinh,,
Thu tiền mua cổ phiếu,Ông Nguyễn Khắc Sinh > Thu tiền mua cổ phiếu,Thu tiền mua cổ phiếu,17.180.000.000,-,17180000000.0,
Thu tiền chuyển nhượng bất động sản,Ông Nguyễn Khắc Sinh > Thu tiền chuyển nhượng bất động sản,Thu tiền chuyển nhượng bất động sản,4.519.052.441,5.113.948.000,4519052441.0,5113948000.0
Chuyển nhượng bất động sản,Ông Nguyễn Khắc Sinh > Chuyển nhượng bất động sản,Chuyển nhượng bất động sản,-,5.955.237.671,,5955237671.0
Hoàn trả tiền chuyển nhượng bất động sản,Ông Nguyễn Khắc Sinh > Hoàn trả tiền chuyển nhượng bất động sản,Hoàn trả tiền chuyển nhượng bất động sản,-,4.000.000.000,,4000000000.0
Vay tiền,Ông Nguyễn Khắc Sinh > Vay tiền,Vay tiền,-,500.000.000,,500000000.0
Hoàn trả tiền vay bằng hình thức cán trừ công nợ khoản phải thu,Ông Nguyễn Khắc Sinh > Hoàn trả tiền vay bằng hình thức cán trừ công nợ khoản phải thu,Hoàn trả tiền vay bằng hình thức cán trừ công nợ khoản phải thu,-,500.000.000,,500000000.0
Thu tiền chuyển nhượng bất động sản bằng hình thức cán trừ công nợ thỏa thuận vay,Ông Nguyễn Khắc Sinh > Thu tiền chuyển nhượng bất động sản bằng hình thức cán trừ công nợ thỏa thuận vay,Thu tiền chuyển nhượng bất động sản bằng hình thức cán trừ công nợ thỏa thuận vay,-,500.000.000,,500000000.0
Nhận tiền trước từ chuyển nhượng bất động sản,Ông Nguyễn Khắc Sinh > Nhận tiền trước từ chuyển nhượng bất động sản,Nhận tiền trước từ chuyển nhượng bất động sản,-,500.000.000,,500000000.0
